event_id,match,player,market,market_type_id,sport_market_id,child_market_id,odd_id,selection,line,price,odd_status,is_main_bet
17775789,Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,D'Wanye' Winfield,Total de Touchdowns du joueur (Incl. Prolongations) (D'Wanye' Winfield (ULL)),2145,72900,1746942841,4547452163,1+,1+,1.3077,0,False
17775789,Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,D'Wanye' Winfield,Total de Touchdowns du joueur (Incl. Prolongations) (D'Wanye' Winfield (ULL)),2145,72900,1746942841,4547452164,2+,2+,2.5,0,False
17775789,Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,D'Wanye' Winfield,Total de Touchdowns du joueur (Incl. Prolongations) (D'Wanye' Winfield (ULL)),2145,72900,1746942841,4547452165,3+,3+,8.0,0,False
17775789,Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Khamani Alexander,Total de Touchdowns du joueur (Incl. Prolongations) (Khamani Alexander (CHA)),2145,72900,1746943016,4547452577,1+,1+,1.9091,0,False
17775789,Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Khamani Alexander,Total de Touchdowns du joueur (Incl. Prolongations) (Khamani Alexander (CHA)),2145,72900,1746943016,4547452578,2+,2+,5.5,0,False
17775789,Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Khamani Alexander,Total de Touchdowns du joueur (Incl. Prolongations) (Khamani Alexander (CHA)),2145,72900,1746943016,4547452579,3+,3+,20.0,0,False
17775789,Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Steven Blanco,Total de Touchdowns du joueur (Incl. Prolongations) (Steven Blanco (ULL)),2145,72900,1746942842,4547452168,3+,3+,20.0,0,False
17775789,Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Steven Blanco,Total de Touchdowns du joueur (Incl. Prolongations) (Steven Blanco (ULL)),2145,72900,1746942842,4547452166,1+,1+,1.9091,0,False
17775789,Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Steven Blanco,Total de Touchdowns du joueur (Incl. Prolongations) (Steven Blanco (ULL)),2145,72900,1746942842,4547452167,2+,2+,5.5,0,False
17775789,Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Anthony Reagan Jr.,Total de Touchdowns du joueur (Incl. Prolongations) (Anthony Reagan Jr. (ULL)),2145,72900,1746943017,4547452580,1+,1+,2.0,0,False
17775789,Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Anthony Reagan Jr.,Total de Touchdowns du joueur (Incl. Prolongations) (Anthony Reagan Jr. (ULL)),2145,72900,1746943017,4547452581,2+,2+,6.0,0,False
17775789,Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Anthony Reagan Jr.,Total de Touchdowns du joueur (Incl. Prolongations) (Anthony Reagan Jr. (ULL)),2145,72900,1746943017,4547452582,3+,3+,26.0,0,False
17775789,Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Darrell Smith,Total de Touchdowns du joueur (Incl. Prolongations) (Darrell Smith (ULL)),2145,72900,1746942846,4547452178,1+,1+,2.1,0,False
17775789,Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Darrell Smith,Total de Touchdowns du joueur (Incl. Prolongations) (Darrell Smith (ULL)),2145,72900,1746942846,4547452179,2+,2+,6.5,0,False
17775789,Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Darrell Smith,Total de Touchdowns du joueur (Incl. Prolongations) (Darrell Smith (ULL)),2145,72900,1746942846,4547452180,3+,3+,31.0,0,False
17775789,Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Jaylen Hampton,Total de Touchdowns du joueur (Incl. Prolongations) (Jaylen Hampton (CHA)),2145,72900,1746942845,4547452176,2+,2+,12.0,0,False
17775789,Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Jaylen Hampton,Total de Touchdowns du joueur (Incl. Prolongations) (Jaylen Hampton (CHA)),2145,72900,1746942845,4547452177,3+,3+,81.0,0,False
17775789,Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Jaylen Hampton,Total de Touchdowns du joueur (Incl. Prolongations) (Jaylen Hampton (CHA)),2145,72900,1746942845,4547452175,1+,1+,2.9,0,False
17775789,Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Chance Williams,Total de Touchdowns du joueur (Incl. Prolongations) (Chance Williams (CHA)),2145,72900,1746942891,4547452288,2+,2+,15.0,0,False
17775789,Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Chance Williams,Total de Touchdowns du joueur (Incl. Prolongations) (Chance Williams (CHA)),2145,72900,1746942891,4547452289,3+,3+,91.0,0,False
17775789,Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Chance Williams,Total de Touchdowns du joueur (Incl. Prolongations) (Chance Williams (CHA)),2145,72900,1746942891,4547452287,1+,1+,3.2,0,False
17775789,Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Cole Gonzales,Total de Touchdowns du joueur (Incl. Prolongations) (Cole Gonzales (CHA)),2145,72900,1746943014,4547452571,1+,1+,3.2,0,False
17775789,Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Cole Gonzales,Total de Touchdowns du joueur (Incl. Prolongations) (Cole Gonzales (CHA)),2145,72900,1746943014,4547452572,2+,2+,15.0,0,False
17775789,Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Cole Gonzales,Total de Touchdowns du joueur (Incl. Prolongations) (Cole Gonzales (CHA)),2145,72900,1746943014,4547452573,3+,3+,91.0,0,False
17775789,Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Russell Babineaux,Total de Touchdowns du joueur (Incl. Prolongations) (Russell Babineaux (ULL)),2145,72900,1746942890,4547452284,1+,1+,3.2,0,False
17775789,Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Russell Babineaux,Total de Touchdowns du joueur (Incl. Prolongations) (Russell Babineaux (ULL)),2145,72900,1746942890,4547452285,2+,2+,15.0,0,False
17775789,Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Russell Babineaux,Total de Touchdowns du joueur (Incl. Prolongations) (Russell Babineaux (ULL)),2145,72900,1746942890,4547452286,3+,3+,91.0,0,False
17775789,Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Jaden Barnes,Total de Touchdowns du joueur (Incl. Prolongations) (Jaden Barnes (CHA)),2145,72900,1746942892,4547452290,1+,1+,3.3,0,False
