event_id,match,start_date,market_type,market_name,market_type_id,sport_market_id,selection,line,price,odd_id,odd_status,is_main_bet
17804701,Samford Bulldogs vs. VMI Keydets,2026-09-26T19:30:00Z,moneyline,Vainqueur (prolongations incluses),219,70793,Samford Bulldogs,,1.1112,4557844414,0,False
17804701,Samford Bulldogs vs. VMI Keydets,2026-09-26T19:30:00Z,moneyline,Vainqueur (prolongations incluses),219,70793,VMI Keydets,,5.25,4557844415,0,False
17804701,Samford Bulldogs vs. VMI Keydets,2026-09-26T19:30:00Z,spread,Handicap (inclus prolongations),223,70799,Samford Bulldogs (-18.5),-18.5,2.15,4557844449,7,False
17804701,Samford Bulldogs vs. VMI Keydets,2026-09-26T19:30:00Z,spread,Handicap (inclus prolongations),223,70799,VMI Keydets (+18.5),-18.5,1.6451,4557844450,7,False
17804701,Samford Bulldogs vs. VMI Keydets,2026-09-26T19:30:00Z,spread,Handicap (inclus prolongations),223,70799,Samford Bulldogs (-15.5),-15.5,1.8334,4560919879,0,True
17804701,Samford Bulldogs vs. VMI Keydets,2026-09-26T19:30:00Z,spread,Handicap (inclus prolongations),223,70799,VMI Keydets (+15.5),-15.5,1.8334,4560919880,0,True
17804701,Samford Bulldogs vs. VMI Keydets,2026-09-26T19:30:00Z,spread,Handicap (inclus prolongations),223,70799,Samford Bulldogs (-17.5),-17.5,2.05,4560796107,7,False
17804701,Samford Bulldogs vs. VMI Keydets,2026-09-26T19:30:00Z,spread,Handicap (inclus prolongations),223,70799,VMI Keydets (+17.5),-17.5,1.6897,4560796108,7,False
17804701,Samford Bulldogs vs. VMI Keydets,2026-09-26T19:30:00Z,spread,Handicap (inclus prolongations),223,70799,Samford Bulldogs (-16.5),-16.5,1.9091,4560854960,7,False
17804701,Samford Bulldogs vs. VMI Keydets,2026-09-26T19:30:00Z,spread,Handicap (inclus prolongations),223,70799,VMI Keydets (+16.5),-16.5,1.7693,4560854961,7,False
17804701,Samford Bulldogs vs. VMI Keydets,2026-09-26T19:30:00Z,total,Total (prolongations incluses),225,70803,Plus de 49.5,49.5,2.25,4558023651,7,False
17804701,Samford Bulldogs vs. VMI Keydets,2026-09-26T19:30:00Z,total,Total (prolongations incluses),225,70803,Moins de 49.5,49.5,1.5715,4558023652,7,False
17804701,Samford Bulldogs vs. VMI Keydets,2026-09-26T19:30:00Z,total,Total (prolongations incluses),225,70803,Plus de 45.5,45.5,1.8334,4562199078,0,True
17804701,Samford Bulldogs vs. VMI Keydets,2026-09-26T19:30:00Z,total,Total (prolongations incluses),225,70803,Moins de 45.5,45.5,1.8334,4562199079,0,True
17804701,Samford Bulldogs vs. VMI Keydets,2026-09-26T19:30:00Z,total,Total (prolongations incluses),225,70803,Plus de 48.5,48.5,2.15,4557844490,7,False
17804701,Samford Bulldogs vs. VMI Keydets,2026-09-26T19:30:00Z,total,Total (prolongations incluses),225,70803,Moins de 48.5,48.5,1.6451,4557844491,7,False
17804701,Samford Bulldogs vs. VMI Keydets,2026-09-26T19:30:00Z,total,Total (prolongations incluses),225,70803,Plus de 46.5,46.5,1.8696,4560796109,7,False
17804701,Samford Bulldogs vs. VMI Keydets,2026-09-26T19:30:00Z,total,Total (prolongations incluses),225,70803,Moins de 46.5,46.5,1.8,4560796110,7,False
