event_id,match,start_date,market_type,market_name,market_type_id,sport_market_id,selection,line,price,odd_id,odd_status,is_main_bet
17647632,TCU Horned Frogs vs. BYU Cougars,2026-10-03T04:00:00Z,moneyline,Vainqueur (prolongations incluses),219,70793,TCU Horned Frogs,,2.5,4551168680,7,False
17647632,TCU Horned Frogs vs. BYU Cougars,2026-10-03T04:00:00Z,moneyline,Vainqueur (prolongations incluses),219,70793,BYU Cougars,,1.4445,4551168681,7,False
17647632,TCU Horned Frogs vs. BYU Cougars,2026-10-03T04:00:00Z,spread,Handicap (inclus prolongations),223,70799,BYU Cougars (+1.5),-1.5,1.4167,4551168699,7,False
17647632,TCU Horned Frogs vs. BYU Cougars,2026-10-03T04:00:00Z,spread,Handicap (inclus prolongations),223,70799,TCU Horned Frogs (+13.5),13.5,1.3847,4551168683,7,False
17647632,TCU Horned Frogs vs. BYU Cougars,2026-10-03T04:00:00Z,spread,Handicap (inclus prolongations),223,70799,BYU Cougars (-13.5),13.5,2.85,4551168684,7,False
17647632,TCU Horned Frogs vs. BYU Cougars,2026-10-03T04:00:00Z,spread,Handicap (inclus prolongations),223,70799,TCU Horned Frogs (+16.5),16.5,1.2858,4551168685,7,False
17647632,TCU Horned Frogs vs. BYU Cougars,2026-10-03T04:00:00Z,spread,Handicap (inclus prolongations),223,70799,BYU Cougars (-16.5),16.5,3.4,4551168686,7,False
17647632,TCU Horned Frogs vs. BYU Cougars,2026-10-03T04:00:00Z,spread,Handicap (inclus prolongations),223,70799,TCU Horned Frogs (+6.5),6.5,1.7408,4551168694,7,False
17647632,TCU Horned Frogs vs. BYU Cougars,2026-10-03T04:00:00Z,spread,Handicap (inclus prolongations),223,70799,BYU Cougars (-6.5),6.5,1.9524,4551168695,7,False
17647632,TCU Horned Frogs vs. BYU Cougars,2026-10-03T04:00:00Z,spread,Handicap (inclus prolongations),223,70799,TCU Horned Frogs (+9.5),9.5,1.5455,4551168696,7,False
17647632,TCU Horned Frogs vs. BYU Cougars,2026-10-03T04:00:00Z,spread,Handicap (inclus prolongations),223,70799,BYU Cougars (-9.5),9.5,2.35,4551168697,7,False
17647632,TCU Horned Frogs vs. BYU Cougars,2026-10-03T04:00:00Z,spread,Handicap (inclus prolongations),223,70799,TCU Horned Frogs (-1.5),-1.5,2.7,4551168698,7,False
17647632,TCU Horned Frogs vs. BYU Cougars,2026-10-03T04:00:00Z,spread,Handicap (inclus prolongations),223,70799,TCU Horned Frogs (+1.5),1.5,2.4,4551168955,7,False
17647632,TCU Horned Frogs vs. BYU Cougars,2026-10-03T04:00:00Z,spread,Handicap (inclus prolongations),223,70799,TCU Horned Frogs (-6.5),-6.5,4.2,4551168700,7,False
17647632,TCU Horned Frogs vs. BYU Cougars,2026-10-03T04:00:00Z,spread,Handicap (inclus prolongations),223,70799,TCU Horned Frogs (+10.5),10.5,1.4762,4551168957,7,False
17647632,TCU Horned Frogs vs. BYU Cougars,2026-10-03T04:00:00Z,spread,Handicap (inclus prolongations),223,70799,BYU Cougars (-10.5),10.5,2.55,4551168958,7,False
17647632,TCU Horned Frogs vs. BYU Cougars,2026-10-03T04:00:00Z,spread,Handicap (inclus prolongations),223,70799,TCU Horned Frogs (+11.5),11.5,1.4348,4551168959,7,False
17647632,TCU Horned Frogs vs. BYU Cougars,2026-10-03T04:00:00Z,spread,Handicap (inclus prolongations),223,70799,BYU Cougars (-11.5),11.5,2.65,4551168960,7,False
17647632,TCU Horned Frogs vs. BYU Cougars,2026-10-03T04:00:00Z,spread,Handicap (inclus prolongations),223,70799,TCU Horned Frogs (+12.5),12.5,1.4,4551168961,7,False
17647632,TCU Horned Frogs vs. BYU Cougars,2026-10-03T04:00:00Z,spread,Handicap (inclus prolongations),223,70799,BYU Cougars (-12.5),12.5,2.75,4551168962,7,False
