event_id,match,start_date,market_type,market_name,market_type_id,sport_market_id,selection,line,price,odd_id,odd_status,is_main_bet
17575387,Miami Hurricanes vs. Central Mich Chippewas,2026-09-26T22:30:00Z,moneyline,Vainqueur (prolongations incluses),219,70793,Miami Hurricanes,,1.0,4531919134,7,False
17575387,Miami Hurricanes vs. Central Mich Chippewas,2026-09-26T22:30:00Z,moneyline,Vainqueur (prolongations incluses),219,70793,Central Mich Chippewas,,11.0,4531919135,0,False
17575387,Miami Hurricanes vs. Central Mich Chippewas,2026-09-26T22:30:00Z,spread,Handicap (inclus prolongations),223,70799,Central Mich Chippewas (+49.5),-49.5,1.4,4531919421,0,False
17575387,Miami Hurricanes vs. Central Mich Chippewas,2026-09-26T22:30:00Z,spread,Handicap (inclus prolongations),223,70799,Central Mich Chippewas (+57.5),-57.5,1.1667,4531919677,0,False
17575387,Miami Hurricanes vs. Central Mich Chippewas,2026-09-26T22:30:00Z,spread,Handicap (inclus prolongations),223,70799,Central Mich Chippewas (+52.5),-52.5,1.3031,4531919423,0,False
17575387,Miami Hurricanes vs. Central Mich Chippewas,2026-09-26T22:30:00Z,spread,Handicap (inclus prolongations),223,70799,Central Mich Chippewas (+56.5),-56.5,1.1905,4531919429,0,False
17575387,Miami Hurricanes vs. Central Mich Chippewas,2026-09-26T22:30:00Z,spread,Handicap (inclus prolongations),223,70799,Central Mich Chippewas (+54.5),-54.5,1.25,4531919427,0,False
17575387,Miami Hurricanes vs. Central Mich Chippewas,2026-09-26T22:30:00Z,spread,Handicap (inclus prolongations),223,70799,Central Mich Chippewas (+53.5),-53.5,1.2667,4531919425,0,False
17575387,Miami Hurricanes vs. Central Mich Chippewas,2026-09-26T22:30:00Z,spread,Handicap (inclus prolongations),223,70799,Miami Hurricanes (-29.5),-29.5,1.25,4531919390,0,False
17575387,Miami Hurricanes vs. Central Mich Chippewas,2026-09-26T22:30:00Z,spread,Handicap (inclus prolongations),223,70799,Central Mich Chippewas (+29.5),-29.5,3.7,4531919391,0,False
17575387,Miami Hurricanes vs. Central Mich Chippewas,2026-09-26T22:30:00Z,spread,Handicap (inclus prolongations),223,70799,Miami Hurricanes (-30.5),-30.5,1.2667,4531919392,0,False
17575387,Miami Hurricanes vs. Central Mich Chippewas,2026-09-26T22:30:00Z,spread,Handicap (inclus prolongations),223,70799,Miami Hurricanes (-26.5),-26.5,1.1667,4534924961,7,False
17575387,Miami Hurricanes vs. Central Mich Chippewas,2026-09-26T22:30:00Z,spread,Handicap (inclus prolongations),223,70799,Miami Hurricanes (-31.5),-31.5,1.3125,4531919394,0,False
17575387,Miami Hurricanes vs. Central Mich Chippewas,2026-09-26T22:30:00Z,spread,Handicap (inclus prolongations),223,70799,Central Mich Chippewas (+26.5),-26.5,4.5,4534924962,7,False
17575387,Miami Hurricanes vs. Central Mich Chippewas,2026-09-26T22:30:00Z,spread,Handicap (inclus prolongations),223,70799,Miami Hurricanes (-33.5),-33.5,1.3637,4531919396,0,False
17575387,Miami Hurricanes vs. Central Mich Chippewas,2026-09-26T22:30:00Z,spread,Handicap (inclus prolongations),223,70799,Central Mich Chippewas (+30.5),-30.5,3.5,4531919393,0,False
17575387,Miami Hurricanes vs. Central Mich Chippewas,2026-09-26T22:30:00Z,spread,Handicap (inclus prolongations),223,70799,Miami Hurricanes (-34.5),-34.5,1.4167,4531919398,0,False
17575387,Miami Hurricanes vs. Central Mich Chippewas,2026-09-26T22:30:00Z,spread,Handicap (inclus prolongations),223,70799,Central Mich Chippewas (+31.5),-31.5,3.2,4531919395,0,False
17575387,Miami Hurricanes vs. Central Mich Chippewas,2026-09-26T22:30:00Z,spread,Handicap (inclus prolongations),223,70799,Miami Hurricanes (-35.5),-35.5,1.4762,4531919400,0,False
17575387,Miami Hurricanes vs. Central Mich Chippewas,2026-09-26T22:30:00Z,spread,Handicap (inclus prolongations),223,70799,Central Mich Chippewas (+33.5),-33.5,2.9,4531919397,0,False
17575387,Miami Hurricanes vs. Central Mich Chippewas,2026-09-26T22:30:00Z,spread,Handicap (inclus prolongations),223,70799,Miami Hurricanes (-36.5),-36.5,1.5,4531919402,0,False
17575387,Miami Hurricanes vs. Central Mich Chippewas,2026-09-26T22:30:00Z,spread,Handicap (inclus prolongations),223,70799,Central Mich Chippewas (+34.5),-34.5,2.7,4531919399,0,False
17575387,Miami Hurricanes vs. Central Mich Chippewas,2026-09-26T22:30:00Z,spread,Handicap (inclus prolongations),223,70799,Miami Hurricanes (-37.5),-37.5,1.5455,4531919404,0,False
17575387,Miami Hurricanes vs. Central Mich Chippewas,2026-09-26T22:30:00Z,spread,Handicap (inclus prolongations),223,70799,Central Mich Chippewas (+35.5),-35.5,2.55,4531919401,0,False
17575387,Miami Hurricanes vs. Central Mich Chippewas,2026-09-26T22:30:00Z,spread,Handicap (inclus prolongations),223,70799,Miami Hurricanes (-38.5),-38.5,1.6451,4531919406,0,False
17575387,Miami Hurricanes vs. Central Mich Chippewas,2026-09-26T22:30:00Z,spread,Handicap (inclus prolongations),223,70799,Central Mich Chippewas (+36.5),-36.5,2.5,4531919403,0,False
17575387,Miami Hurricanes vs. Central Mich Chippewas,2026-09-26T22:30:00Z,spread,Handicap (inclus prolongations),223,70799,Miami Hurricanes (-41.5),-41.5,1.8,4531919408,0,True
17575387,Miami Hurricanes vs. Central Mich Chippewas,2026-09-26T22:30:00Z,spread,Handicap (inclus prolongations),223,70799,Central Mich Chippewas (+37.5),-37.5,2.35,4531919405,0,False
17575387,Miami Hurricanes vs. Central Mich Chippewas,2026-09-26T22:30:00Z,spread,Handicap (inclus prolongations),223,70799,Miami Hurricanes (-42.5),-42.5,1.9091,4531919410,0,False
17575387,Miami Hurricanes vs. Central Mich Chippewas,2026-09-26T22:30:00Z,spread,Handicap (inclus prolongations),223,70799,Central Mich Chippewas (+38.5),-38.5,2.15,4531919407,0,False
17575387,Miami Hurricanes vs. Central Mich Chippewas,2026-09-26T22:30:00Z,spread,Handicap (inclus prolongations),223,70799,Miami Hurricanes (-43.5),-43.5,1.9524,4531919412,0,False
