event_id,match,start_date,market_type,market_name,market_type_id,sport_market_id,selection,line,price,odd_id,odd_status,is_main_bet
17575380,Georgia Southern Eagles vs. Houston Cougars,2026-09-26T20:00:00Z,moneyline,Vainqueur (prolongations incluses),219,70793,Georgia Southern Eagles,,6.0,4531852446,0,False
17575380,Georgia Southern Eagles vs. Houston Cougars,2026-09-26T20:00:00Z,moneyline,Vainqueur (prolongations incluses),219,70793,Houston Cougars,,1.0834,4531852447,0,False
17575380,Georgia Southern Eagles vs. Houston Cougars,2026-09-26T20:00:00Z,spread,Handicap (inclus prolongations),223,70799,Georgia Southern Eagles (+3.5),3.5,4.4,4536848768,0,False
17575380,Georgia Southern Eagles vs. Houston Cougars,2026-09-26T20:00:00Z,spread,Handicap (inclus prolongations),223,70799,Houston Cougars (-3.5),3.5,1.1819,4536848769,0,False
17575380,Georgia Southern Eagles vs. Houston Cougars,2026-09-26T20:00:00Z,spread,Handicap (inclus prolongations),223,70799,Georgia Southern Eagles (+16.5),16.5,1.9524,4531852802,0,False
17575380,Georgia Southern Eagles vs. Houston Cougars,2026-09-26T20:00:00Z,spread,Handicap (inclus prolongations),223,70799,Houston Cougars (-16.5),16.5,1.7408,4531852803,0,False
17575380,Georgia Southern Eagles vs. Houston Cougars,2026-09-26T20:00:00Z,spread,Handicap (inclus prolongations),223,70799,Georgia Southern Eagles (+29.5),29.5,1.2858,4531852804,0,False
17575380,Georgia Southern Eagles vs. Houston Cougars,2026-09-26T20:00:00Z,spread,Handicap (inclus prolongations),223,70799,Houston Cougars (-29.5),29.5,3.4,4531852805,0,False
17575380,Georgia Southern Eagles vs. Houston Cougars,2026-09-26T20:00:00Z,spread,Handicap (inclus prolongations),223,70799,Georgia Southern Eagles (+35.5),35.5,1.1429,4531852806,7,False
17575380,Georgia Southern Eagles vs. Houston Cougars,2026-09-26T20:00:00Z,spread,Handicap (inclus prolongations),223,70799,Houston Cougars (-35.5),35.5,5.0,4531852807,7,False
17575380,Georgia Southern Eagles vs. Houston Cougars,2026-09-26T20:00:00Z,spread,Handicap (inclus prolongations),223,70799,Georgia Southern Eagles (+6.5),6.5,3.5,4531852808,0,False
17575380,Georgia Southern Eagles vs. Houston Cougars,2026-09-26T20:00:00Z,spread,Handicap (inclus prolongations),223,70799,Houston Cougars (-6.5),6.5,1.2667,4531852809,0,False
17575380,Georgia Southern Eagles vs. Houston Cougars,2026-09-26T20:00:00Z,spread,Handicap (inclus prolongations),223,70799,Georgia Southern Eagles (+7.5),7.5,3.0,4531852810,0,False
17575380,Georgia Southern Eagles vs. Houston Cougars,2026-09-26T20:00:00Z,spread,Handicap (inclus prolongations),223,70799,Houston Cougars (-7.5),7.5,1.3572,4531852811,0,False
17575380,Georgia Southern Eagles vs. Houston Cougars,2026-09-26T20:00:00Z,spread,Handicap (inclus prolongations),223,70799,Georgia Southern Eagles (+4.5),4.5,4.0,4534409356,0,False
17575380,Georgia Southern Eagles vs. Houston Cougars,2026-09-26T20:00:00Z,spread,Handicap (inclus prolongations),223,70799,Houston Cougars (-4.5),4.5,1.2223,4534409357,0,False
17575380,Georgia Southern Eagles vs. Houston Cougars,2026-09-26T20:00:00Z,spread,Handicap (inclus prolongations),223,70799,Georgia Southern Eagles (+20.5),20.5,1.6897,4531852945,0,False
17575380,Georgia Southern Eagles vs. Houston Cougars,2026-09-26T20:00:00Z,spread,Handicap (inclus prolongations),223,70799,Houston Cougars (-20.5),20.5,2.05,4531852946,0,False
