match_gp,match_pin,market,selection,gp_line,gp_price,pin_line,pin_price,pin_fair_prob,pin_fair_price,price_ev_pct,line_edge,gp_odd_id,abs_line_edge
UCF Knights vs. TCU Horned Frogs,UCF Knights vs TCU Horned Frogs,total,Moins de 52.5,52.5,1.5715,48.5,1.934,0.49556598852373496,,,4.0,4532062018,4.0
Nevada Wolf Pack vs. Air Force Falcons,Nevada Wolf Pack vs Air Force Falcons,total,Plus de 46.5,46.5,1.625,50.0,1.952,0.4911366006256517,,,3.5,4531862712,3.5
Nevada Wolf Pack vs. Air Force Falcons,Nevada Wolf Pack vs Air Force Falcons,total,Moins de 46.5,46.5,2.2,50.0,1.884,0.5088633993743483,,,-3.5,4531862713,3.5
Nevada Wolf Pack vs. Air Force Falcons,Nevada Wolf Pack vs Air Force Falcons,total,Plus de 53.5,53.5,2.2,50.0,1.952,0.4911366006256517,,,-3.5,4531862720,3.5
Nevada Wolf Pack vs. Air Force Falcons,Nevada Wolf Pack vs Air Force Falcons,total,Moins de 53.5,53.5,1.625,50.0,1.884,0.5088633993743483,,,3.5,4531862721,3.5
Alabama Crimson Tide vs. South Carolina Gamecocks,Alabama Crimson Tide vs South Carolina Gamecocks,total,Plus de 50.5,50.5,1.6451,54.0,1.943,0.4933507170795306,,,3.5,4515068720,3.5
Alabama Crimson Tide vs. South Carolina Gamecocks,Alabama Crimson Tide vs South Carolina Gamecocks,total,Moins de 50.5,50.5,2.15,54.0,1.892,0.5066492829204693,,,-3.5,4515068721,3.5
Alabama Crimson Tide vs. South Carolina Gamecocks,Alabama Crimson Tide vs South Carolina Gamecocks,total,Plus de 57.5,57.5,2.25,54.0,1.943,0.4933507170795306,,,-3.5,4515068734,3.5
Alabama Crimson Tide vs. South Carolina Gamecocks,Alabama Crimson Tide vs South Carolina Gamecocks,total,Moins de 57.5,57.5,1.5715,54.0,1.892,0.5066492829204693,,,3.5,4515068735,3.5
North Carolina State Wolfpack vs. Appalachian State Mountaineers,NC State Wolfpack vs Appalachian State Mountaineers,total,Plus de 51.5,51.5,1.5715,55.0,1.9,0.5044340114762649,,,3.5,4532010520,3.5
North Carolina State Wolfpack vs. Appalachian State Mountaineers,NC State Wolfpack vs Appalachian State Mountaineers,total,Moins de 51.5,51.5,2.25,55.0,1.934,0.49556598852373496,,,-3.5,4532010521,3.5
North Carolina State Wolfpack vs. Appalachian State Mountaineers,NC State Wolfpack vs Appalachian State Mountaineers,total,Plus de 58.5,58.5,2.15,55.0,1.9,0.5044340114762649,,,-3.5,4532010526,3.5
North Carolina State Wolfpack vs. Appalachian State Mountaineers,NC State Wolfpack vs Appalachian State Mountaineers,total,Moins de 58.5,58.5,1.6451,55.0,1.934,0.49556598852373496,,,3.5,4532010527,3.5
North Carolina State Wolfpack vs. Appalachian State Mountaineers,NC State Wolfpack vs Appalachian State Mountaineers,spread,Appalachian State Mountaineers (+10.5),10.5,2.2,14.0,1.97,,,,-3.5,4532010641,3.5
North Carolina State Wolfpack vs. Appalachian State Mountaineers,NC State Wolfpack vs Appalachian State Mountaineers,spread,Appalachian State Mountaineers (+17.5),17.5,1.6667,14.0,1.97,,,,3.5,4532010645,3.5
North Carolina State Wolfpack vs. Appalachian State Mountaineers,NC State Wolfpack vs Appalachian State Mountaineers,spread,North Carolina State Wolfpack (-10.5),-10.5,1.625,-14.0,1.884,,,,3.5,4532010640,3.5
North Carolina State Wolfpack vs. Appalachian State Mountaineers,NC State Wolfpack vs Appalachian State Mountaineers,spread,North Carolina State Wolfpack (-17.5),-17.5,2.1,-14.0,1.884,,,,-3.5,4532010644,3.5
Wash State Cougars vs. Arizona Wildcats,Washington State Cougars vs Arizona Wildcats,total,Moins de 52.5,52.5,1.5715,49.0,1.884,0.5088633993743483,,,3.5,4533853568,3.5
Wash State Cougars vs. Arizona Wildcats,Washington State Cougars vs Arizona Wildcats,total,Moins de 45.5,45.5,2.15,49.0,1.884,0.5088633993743483,,,-3.5,4533853693,3.5
Wash State Cougars vs. Arizona Wildcats,Washington State Cougars vs Arizona Wildcats,total,Plus de 45.5,45.5,1.6451,49.0,1.952,0.4911366006256517,,,3.5,4533853692,3.5
Wash State Cougars vs. Arizona Wildcats,Washington State Cougars vs Arizona Wildcats,total,Plus de 52.5,52.5,2.25,49.0,1.952,0.4911366006256517,,,-3.5,4533853567,3.5
Wash State Cougars vs. Arizona Wildcats,Washington State Cougars vs Arizona Wildcats,spread,Arizona Wildcats (-13.5),-13.5,2.1,-10.0,1.917,,,,-3.5,4533853748,3.5
Wash State Cougars vs. Arizona Wildcats,Washington State Cougars vs Arizona Wildcats,spread,Arizona Wildcats (-6.5),-6.5,1.5264,-10.0,1.917,,,,3.5,4533854320,3.5
Wash State Cougars vs. Arizona Wildcats,Washington State Cougars vs Arizona Wildcats,spread,Wash State Cougars (+13.5),13.5,1.6667,10.0,1.934,,,,3.5,4533853747,3.5
Wash State Cougars vs. Arizona Wildcats,Washington State Cougars vs Arizona Wildcats,spread,Wash State Cougars (+6.5),6.5,2.4,10.0,1.934,,,,-3.5,4533854319,3.5
Arkansas Razorbacks vs. Tulsa Golden Hurricane,Arkansas Razorbacks vs Tulsa Golden Hurricane,total,Plus de 47.5,47.5,1.625,51.0,1.99,0.4813656502475892,,,3.5,4533559890,3.5
Arkansas Razorbacks vs. Tulsa Golden Hurricane,Arkansas Razorbacks vs Tulsa Golden Hurricane,total,Moins de 47.5,47.5,2.2,51.0,1.847,0.5186343497524107,,,-3.5,4533559891,3.5
Arkansas Razorbacks vs. Tulsa Golden Hurricane,Arkansas Razorbacks vs Tulsa Golden Hurricane,total,Plus de 54.5,54.5,2.2,51.0,1.99,0.4813656502475892,,,-3.5,4533559898,3.5
Arkansas Razorbacks vs. Tulsa Golden Hurricane,Arkansas Razorbacks vs Tulsa Golden Hurricane,total,Moins de 54.5,54.5,1.625,51.0,1.847,0.5186343497524107,,,3.5,4533559899,3.5
Arkansas Razorbacks vs. Tulsa Golden Hurricane,Arkansas Razorbacks vs Tulsa Golden Hurricane,spread,Arkansas Razorbacks (-3.5),-3.5,1.5455,-7.0,1.925,,,,3.5,4533560363,3.5
Arkansas Razorbacks vs. Tulsa Golden Hurricane,Arkansas Razorbacks vs Tulsa Golden Hurricane,spread,Arkansas Razorbacks (-10.5),-10.5,2.25,-7.0,1.925,,,,-3.5,4533560257,3.5
Arkansas Razorbacks vs. Tulsa Golden Hurricane,Arkansas Razorbacks vs Tulsa Golden Hurricane,spread,Tulsa Golden Hurricane (+3.5),3.5,2.35,7.0,1.925,,,,-3.5,4533560364,3.5
Arkansas Razorbacks vs. Tulsa Golden Hurricane,Arkansas Razorbacks vs Tulsa Golden Hurricane,spread,Tulsa Golden Hurricane (+10.5),10.5,1.5715,7.0,1.925,,,,3.5,4533560258,3.5
Temple Owls vs. Army Black Knights,Temple Owls vs Army Black Knights,total,Moins de 44.5,44.5,2.25,48.0,1.9,0.5044340114762649,,,-3.5,4531976448,3.5
Temple Owls vs. Army Black Knights,Temple Owls vs Army Black Knights,total,Plus de 51.5,51.5,2.2,48.0,1.934,0.49556598852373496,,,-3.5,4531976415,3.5
Temple Owls vs. Army Black Knights,Temple Owls vs Army Black Knights,total,Moins de 51.5,51.5,1.625,48.0,1.9,0.5044340114762649,,,3.5,4531976416,3.5
Temple Owls vs. Army Black Knights,Temple Owls vs Army Black Knights,total,Plus de 44.5,44.5,1.5715,48.0,1.934,0.49556598852373496,,,3.5,4531976447,3.5
Temple Owls vs. Army Black Knights,Temple Owls vs Army Black Knights,spread,Army Black Knights (-6.5),-6.5,2.3,-3.0,1.925,,,,-3.5,4531976380,3.5
Temple Owls vs. Army Black Knights,Temple Owls vs Army Black Knights,spread,Temple Owls (+6.5),6.5,1.5556,3.0,1.925,,,,3.5,4531976379,3.5
Auburn Tigers vs. Vanderbilt Commodores,Auburn Tigers vs Vanderbilt Commodores,total,Plus de 51.5,51.5,1.625,55.0,1.9,0.5044340114762649,,,3.5,4515068938,3.5
Auburn Tigers vs. Vanderbilt Commodores,Auburn Tigers vs Vanderbilt Commodores,total,Moins de 51.5,51.5,2.2,55.0,1.934,0.49556598852373496,,,-3.5,4515068939,3.5
Auburn Tigers vs. Vanderbilt Commodores,Auburn Tigers vs Vanderbilt Commodores,total,Plus de 58.5,58.5,2.2,55.0,1.9,0.5044340114762649,,,-3.5,4515068946,3.5
Auburn Tigers vs. Vanderbilt Commodores,Auburn Tigers vs Vanderbilt Commodores,total,Moins de 58.5,58.5,1.625,55.0,1.934,0.49556598852373496,,,3.5,4515068947,3.5
Kent St Golden Flashes vs. Ball State Cardinals,Kent State Golden Flashes vs Ball State Cardinals,total,Moins de 54.5,54.5,1.5715,51.0,1.943,0.4933507170795306,,,3.5,4532229120,3.5
Kent St Golden Flashes vs. Ball State Cardinals,Kent State Golden Flashes vs Ball State Cardinals,total,Plus de 47.5,47.5,1.6451,51.0,1.892,0.5066492829204693,,,3.5,4532229109,3.5
Kent St Golden Flashes vs. Ball State Cardinals,Kent State Golden Flashes vs Ball State Cardinals,total,Moins de 47.5,47.5,2.15,51.0,1.943,0.4933507170795306,,,-3.5,4532229110,3.5
Kent St Golden Flashes vs. Ball State Cardinals,Kent State Golden Flashes vs Ball State Cardinals,total,Plus de 54.5,54.5,2.25,51.0,1.892,0.5066492829204693,,,-3.5,4532229119,3.5
Kent St Golden Flashes vs. Ball State Cardinals,Kent State Golden Flashes vs Ball State Cardinals,spread,Ball State Cardinals (+6.5),6.5,1.5556,3.0,2.01,,,,3.5,4532229274,3.5
Kent St Golden Flashes vs. Ball State Cardinals,Kent State Golden Flashes vs Ball State Cardinals,spread,Kent St Golden Flashes (-6.5),-6.5,2.3,-3.0,1.847,,,,-3.5,4532229273,3.5
Baylor Bears vs. Colorado Buffaloes,Baylor Bears vs Colorado Buffaloes,spread,Colorado Buffaloes (+6.5),6.5,2.3,10.0,1.917,,,,-3.5,4532005390,3.5
Baylor Bears vs. Colorado Buffaloes,Baylor Bears vs Colorado Buffaloes,spread,Colorado Buffaloes (+13.5),13.5,1.6667,10.0,1.917,,,,3.5,4532005295,3.5
Baylor Bears vs. Colorado Buffaloes,Baylor Bears vs Colorado Buffaloes,spread,Baylor Bears (-6.5),-6.5,1.5556,-10.0,1.934,,,,3.5,4532005389,3.5
Baylor Bears vs. Colorado Buffaloes,Baylor Bears vs Colorado Buffaloes,spread,Baylor Bears (-13.5),-13.5,2.1,-10.0,1.934,,,,-3.5,4532005294,3.5
Boston College Eagles vs. Virginia Tech Hokies,Boston College Eagles vs Virginia Tech Hokies,total,Plus de 52.5,52.5,2.3,49.0,2.0,0.4791666666666667,,,-3.5,4531911589,3.5
Boston College Eagles vs. Virginia Tech Hokies,Boston College Eagles vs Virginia Tech Hokies,total,Moins de 52.5,52.5,1.5556,49.0,1.84,0.5208333333333334,,,3.5,4531911590,3.5
Boston College Eagles vs. Virginia Tech Hokies,Boston College Eagles vs Virginia Tech Hokies,total,Plus de 45.5,45.5,1.6667,49.0,2.0,0.4791666666666667,,,3.5,4531911630,3.5
Boston College Eagles vs. Virginia Tech Hokies,Boston College Eagles vs Virginia Tech Hokies,total,Moins de 45.5,45.5,2.1,49.0,1.84,0.5208333333333334,,,-3.5,4531911631,3.5
Boston College Eagles vs. Virginia Tech Hokies,Boston College Eagles vs Virginia Tech Hokies,spread,Boston College Eagles (+17.5),17.5,1.625,14.0,1.877,,,,3.5,4531911450,3.5
Boston College Eagles vs. Virginia Tech Hokies,Boston College Eagles vs Virginia Tech Hokies,spread,Boston College Eagles (+10.5),10.5,2.1,14.0,1.877,,,,-3.5,4531911514,3.5
Boston College Eagles vs. Virginia Tech Hokies,Boston College Eagles vs Virginia Tech Hokies,spread,Virginia Tech Hokies (-17.5),-17.5,2.2,-14.0,1.97,,,,-3.5,4531911451,3.5
Boston College Eagles vs. Virginia Tech Hokies,Boston College Eagles vs Virginia Tech Hokies,spread,Virginia Tech Hokies (-10.5),-10.5,1.6667,-14.0,1.97,,,,3.5,4531911515,3.5
California Golden Bears vs. Clemson Tigers,California Golden Bears vs Clemson Tigers,spread,California Golden Bears (-2.5),-2.5,2.05,1.0,1.892,,,,-3.5,4531985812,3.5
California Golden Bears vs. Clemson Tigers,California Golden Bears vs Clemson Tigers,spread,California Golden Bears (+4.5),4.5,1.4762,1.0,1.892,,,,3.5,4531985788,3.5
California Golden Bears vs. Clemson Tigers,California Golden Bears vs Clemson Tigers,spread,Clemson Tigers (+2.5),2.5,1.6897,-1.0,1.961,,,,3.5,4531985813,3.5
California Golden Bears vs. Clemson Tigers,California Golden Bears vs Clemson Tigers,spread,Clemson Tigers (-4.5),-4.5,2.55,-1.0,1.961,,,,-3.5,4531985789,3.5
Miami Hurricanes vs. Central Mich Chippewas,Miami Hurricanes vs Central Michigan Chippewas,total,Plus de 49.5,49.5,1.5715,53.0,1.847,0.5186343497524107,,,3.5,4531919694,3.5
Miami Hurricanes vs. Central Mich Chippewas,Miami Hurricanes vs Central Michigan Chippewas,total,Moins de 49.5,49.5,2.25,53.0,1.99,0.4813656502475892,,,-3.5,4531919695,3.5
Miami Hurricanes vs. Central Mich Chippewas,Miami Hurricanes vs Central Michigan Chippewas,total,Plus de 56.5,56.5,2.15,53.0,1.847,0.5186343497524107,,,-3.5,4531919708,3.5
Miami Hurricanes vs. Central Mich Chippewas,Miami Hurricanes vs Central Michigan Chippewas,total,Moins de 56.5,56.5,1.6451,53.0,1.99,0.4813656502475892,,,3.5,4531919709,3.5
Miami Hurricanes vs. Central Mich Chippewas,Miami Hurricanes vs Central Michigan Chippewas,spread,Miami Hurricanes (-37.5),-37.5,1.5715,-41.0,1.884,,,,3.5,4531919404,3.5
Miami Hurricanes vs. Central Mich Chippewas,Miami Hurricanes vs Central Michigan Chippewas,spread,Miami Hurricanes (-44.5),-44.5,2.15,-41.0,1.884,,,,-3.5,4531919414,3.5
Miami Hurricanes vs. Central Mich Chippewas,Miami Hurricanes vs Central Michigan Chippewas,spread,Central Mich Chippewas (+37.5),37.5,2.25,41.0,1.97,,,,-3.5,4531919405,3.5
Miami Hurricanes vs. Central Mich Chippewas,Miami Hurricanes vs Central Michigan Chippewas,spread,Central Mich Chippewas (+44.5),44.5,1.6451,41.0,1.97,,,,3.5,4531919415,3.5
Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Charlotte 49ers vs Louisiana Ragin Cajuns,spread,Louisiana-Lafayette Ragin Cajuns (-6.5),-6.5,1.5455,-10.0,1.909,,,,3.5,4531915952,3.5
Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Charlotte 49ers vs Louisiana Ragin Cajuns,spread,Louisiana-Lafayette Ragin Cajuns (-13.5),-13.5,2.15,-10.0,1.909,,,,-3.5,4531916019,3.5
Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Charlotte 49ers vs Louisiana Ragin Cajuns,spread,Charlotte 49ers (+6.5),6.5,2.35,10.0,1.943,,,,-3.5,4531915951,3.5
Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Charlotte 49ers vs Louisiana Ragin Cajuns,spread,Charlotte 49ers (+13.5),13.5,1.6451,10.0,1.943,,,,3.5,4531916018,3.5
Cincinnati Bearcats vs. Kansas State Wildcats,Cincinnati Bearcats vs Kansas State Wildcats,total,Plus de 51.5,51.5,1.625,55.0,1.877,0.5109431995831162,,,3.5,4531907488,3.5
Cincinnati Bearcats vs. Kansas State Wildcats,Cincinnati Bearcats vs Kansas State Wildcats,total,Moins de 51.5,51.5,2.2,55.0,1.961,0.4890568004168838,,,-3.5,4531907489,3.5
Cincinnati Bearcats vs. Kansas State Wildcats,Cincinnati Bearcats vs Kansas State Wildcats,total,Plus de 58.5,58.5,2.2,55.0,1.877,0.5109431995831162,,,-3.5,4531907502,3.5
Cincinnati Bearcats vs. Kansas State Wildcats,Cincinnati Bearcats vs Kansas State Wildcats,total,Moins de 58.5,58.5,1.625,55.0,1.961,0.4890568004168838,,,3.5,4531907503,3.5
Coastal Carolina  vs. Liberty Flames,Coastal Carolina Chanticleers vs Liberty Flames,total,Plus de 47.5,47.5,1.625,51.0,1.934,0.49556598852373496,,,3.5,4533844369,3.5
Coastal Carolina  vs. Liberty Flames,Coastal Carolina Chanticleers vs Liberty Flames,total,Plus de 54.5,54.5,2.2,51.0,1.934,0.49556598852373496,,,-3.5,4533844375,3.5
Coastal Carolina  vs. Liberty Flames,Coastal Carolina Chanticleers vs Liberty Flames,total,Moins de 54.5,54.5,1.625,51.0,1.9,0.5044340114762649,,,3.5,4533844376,3.5
Coastal Carolina  vs. Liberty Flames,Coastal Carolina Chanticleers vs Liberty Flames,total,Moins de 47.5,47.5,2.2,51.0,1.9,0.5044340114762649,,,-3.5,4533844370,3.5
Miami Redhawks vs. Connecticut Huskies,Miami Ohio RedHawks vs Connecticut Huskies,total,Plus de 48.5,48.5,1.6451,52.0,1.97,0.4868455326908049,,,3.5,4532237626,3.5
Miami Redhawks vs. Connecticut Huskies,Miami Ohio RedHawks vs Connecticut Huskies,total,Moins de 48.5,48.5,2.15,52.0,1.869,0.5131544673091952,,,-3.5,4532237627,3.5
Miami Redhawks vs. Connecticut Huskies,Miami Ohio RedHawks vs Connecticut Huskies,total,Plus de 55.5,55.5,2.25,52.0,1.97,0.4868455326908049,,,-3.5,4532237638,3.5
Miami Redhawks vs. Connecticut Huskies,Miami Ohio RedHawks vs Connecticut Huskies,total,Moins de 55.5,55.5,1.5715,52.0,1.869,0.5131544673091952,,,3.5,4532237639,3.5
Virginia Cavaliers vs. Delaware Fightin Blue Hens,Virginia Cavaliers vs Delaware Blue Hens,spread,Virginia Cavaliers (-23.5),-23.5,2.2,-20.0,1.961,,,,-3.5,4532207330,3.5
Virginia Cavaliers vs. Delaware Fightin Blue Hens,Virginia Cavaliers vs Delaware Blue Hens,spread,Virginia Cavaliers (-16.5),-16.5,1.6451,-20.0,1.961,,,,3.5,4532207359,3.5
Virginia Cavaliers vs. Delaware Fightin Blue Hens,Virginia Cavaliers vs Delaware Blue Hens,spread,Delaware Fightin Blue Hens (+16.5),16.5,2.15,20.0,1.892,,,,-3.5,4532207360,3.5
Virginia Cavaliers vs. Delaware Fightin Blue Hens,Virginia Cavaliers vs Delaware Blue Hens,spread,Delaware Fightin Blue Hens (+23.5),23.5,1.625,20.0,1.892,,,,3.5,4532207331,3.5
Louisiana-Monroe Warhawks vs. Florida Atlantic Owls,Louisiana-Monroe Warhawks vs Florida Atlantic Owls,total,Plus de 53.5,53.5,1.5715,57.0,1.892,0.5066492829204693,,,3.5,4531944749,3.5
Louisiana-Monroe Warhawks vs. Florida Atlantic Owls,Louisiana-Monroe Warhawks vs Florida Atlantic Owls,total,Moins de 53.5,53.5,2.25,57.0,1.943,0.4933507170795306,,,-3.5,4531944750,3.5
Louisiana-Monroe Warhawks vs. Florida Atlantic Owls,Louisiana-Monroe Warhawks vs Florida Atlantic Owls,total,Plus de 60.5,60.5,2.15,57.0,1.892,0.5066492829204693,,,-3.5,4531944761,3.5
Louisiana-Monroe Warhawks vs. Florida Atlantic Owls,Louisiana-Monroe Warhawks vs Florida Atlantic Owls,total,Moins de 60.5,60.5,1.6451,57.0,1.943,0.4933507170795306,,,3.5,4531944762,3.5
Florida Gators vs. Ole Miss Rebels,Florida Gators vs Ole Miss Rebels,total,Plus de 55.5,55.5,1.6451,59.0,1.909,0.5020865936358894,,,3.5,4515068767,3.5
Florida Gators vs. Ole Miss Rebels,Florida Gators vs Ole Miss Rebels,total,Moins de 55.5,55.5,2.15,59.0,1.925,0.4979134063641105,,,-3.5,4515068768,3.5
Florida Gators vs. Ole Miss Rebels,Florida Gators vs Ole Miss Rebels,total,Plus de 62.5,62.5,2.2,59.0,1.909,0.5020865936358894,,,-3.5,4515068775,3.5
Florida Gators vs. Ole Miss Rebels,Florida Gators vs Ole Miss Rebels,total,Moins de 62.5,62.5,1.625,59.0,1.925,0.4979134063641105,,,3.5,4515068776,3.5
Florida Gators vs. Ole Miss Rebels,Florida Gators vs Ole Miss Rebels,spread,Florida Gators (-6.5),-6.5,2.25,-3.0,1.877,,,,-3.5,4515069644,3.5
Florida Gators vs. Ole Miss Rebels,Florida Gators vs Ole Miss Rebels,spread,Ole Miss Rebels (+6.5),6.5,1.5715,3.0,1.98,,,,3.5,4515069645,3.5
Georgia Southern Eagles vs. Houston Cougars,Georgia Southern Eagles vs Houston Cougars,spread,Georgia Southern Eagles (+15.5),15.5,2.1,19.0,1.917,,,,-3.5,4531852854,3.5
Georgia Southern Eagles vs. Houston Cougars,Georgia Southern Eagles vs Houston Cougars,spread,Georgia Southern Eagles (+22.5),22.5,1.625,19.0,1.917,,,,3.5,4531852864,3.5
Georgia Southern Eagles vs. Houston Cougars,Georgia Southern Eagles vs Houston Cougars,spread,Houston Cougars (-15.5),-15.5,1.6667,-19.0,1.934,,,,3.5,4531852855,3.5
Georgia Southern Eagles vs. Houston Cougars,Georgia Southern Eagles vs Houston Cougars,spread,Houston Cougars (-22.5),-22.5,2.2,-19.0,1.934,,,,-3.5,4531852865,3.5
Georgia State Panthers vs. Northern Illinois Huskies,Georgia State Panthers vs Northern Illinois Huskies,spread,Northern Illinois Huskies (+6.5),6.5,2.3,10.0,1.934,,,,-3.5,4532039990,3.5
Georgia State Panthers vs. Northern Illinois Huskies,Georgia State Panthers vs Northern Illinois Huskies,spread,Northern Illinois Huskies (+13.5),13.5,1.6451,10.0,1.934,,,,3.5,4532039910,3.5
Georgia State Panthers vs. Northern Illinois Huskies,Georgia State Panthers vs Northern Illinois Huskies,spread,Georgia State Panthers (-6.5),-6.5,1.5556,-10.0,1.917,,,,3.5,4532039989,3.5
Georgia State Panthers vs. Northern Illinois Huskies,Georgia State Panthers vs Northern Illinois Huskies,spread,Georgia State Panthers (-13.5),-13.5,2.15,-10.0,1.917,,,,-3.5,4532039909,3.5
Stanford Cardinal vs. Georgia Tech,Stanford Cardinal vs Georgia Tech Yellow Jackets,total,Moins de 44.5,44.5,2.2,48.0,1.925,0.4979134063641105,,,-3.5,4532014809,3.5
Stanford Cardinal vs. Georgia Tech,Stanford Cardinal vs Georgia Tech Yellow Jackets,total,Plus de 44.5,44.5,1.625,48.0,1.909,0.5020865936358894,,,3.5,4532014808,3.5
Stanford Cardinal vs. Georgia Tech,Stanford Cardinal vs Georgia Tech Yellow Jackets,total,Plus de 51.5,51.5,2.2,48.0,1.909,0.5020865936358894,,,-3.5,4532014816,3.5
Stanford Cardinal vs. Georgia Tech,Stanford Cardinal vs Georgia Tech Yellow Jackets,total,Moins de 51.5,51.5,1.625,48.0,1.925,0.4979134063641105,,,3.5,4532014817,3.5
Wyoming Cowboys vs. Hawaii Rainbow Warriors,Wyoming Cowboys vs Hawaii Rainbow Warriors,total,Plus de 48.5,48.5,2.3,45.0,1.98,0.48356807511737093,,,-3.5,4533799457,3.5
Wyoming Cowboys vs. Hawaii Rainbow Warriors,Wyoming Cowboys vs Hawaii Rainbow Warriors,total,Moins de 48.5,48.5,1.5556,45.0,1.854,0.5164319248826291,,,3.5,4533799458,3.5
Wyoming Cowboys vs. Hawaii Rainbow Warriors,Wyoming Cowboys vs Hawaii Rainbow Warriors,total,Plus de 41.5,41.5,1.6667,45.0,1.98,0.48356807511737093,,,3.5,4533799374,3.5
Wyoming Cowboys vs. Hawaii Rainbow Warriors,Wyoming Cowboys vs Hawaii Rainbow Warriors,total,Moins de 41.5,41.5,2.1,45.0,1.854,0.5164319248826291,,,-3.5,4533799375,3.5
Wyoming Cowboys vs. Hawaii Rainbow Warriors,Wyoming Cowboys vs Hawaii Rainbow Warriors,spread,Hawaii Rainbow Warriors (-6.5),-6.5,2.35,-3.0,1.917,,,,-3.5,4533798345,3.5
Wyoming Cowboys vs. Hawaii Rainbow Warriors,Wyoming Cowboys vs Hawaii Rainbow Warriors,spread,Wyoming Cowboys (+6.5),6.5,1.5455,3.0,1.934,,,,3.5,4533798344,3.5
Ohio State Buckeyes vs. Illinois Fighting Illini,Ohio State Buckeyes vs Illinois Fighting Illini,total,Plus de 50.5,50.5,1.625,54.0,1.934,0.49556598852373496,,,3.5,4523154293,3.5
Ohio State Buckeyes vs. Illinois Fighting Illini,Ohio State Buckeyes vs Illinois Fighting Illini,total,Moins de 50.5,50.5,2.2,54.0,1.9,0.5044340114762649,,,-3.5,4523154294,3.5
Ohio State Buckeyes vs. Illinois Fighting Illini,Ohio State Buckeyes vs Illinois Fighting Illini,total,Plus de 57.5,57.5,2.2,54.0,1.934,0.49556598852373496,,,-3.5,4523154297,3.5
Ohio State Buckeyes vs. Illinois Fighting Illini,Ohio State Buckeyes vs Illinois Fighting Illini,total,Moins de 57.5,57.5,1.625,54.0,1.9,0.5044340114762649,,,3.5,4523154298,3.5
Ohio State Buckeyes vs. Illinois Fighting Illini,Ohio State Buckeyes vs Illinois Fighting Illini,spread,Illinois Fighting Illini (+23.5),23.5,2.25,27.0,1.925,,,,-3.5,4523154178,3.5
Ohio State Buckeyes vs. Illinois Fighting Illini,Ohio State Buckeyes vs Illinois Fighting Illini,spread,Illinois Fighting Illini (+30.5),30.5,1.6451,27.0,1.925,,,,3.5,4523154278,3.5
Ohio State Buckeyes vs. Illinois Fighting Illini,Ohio State Buckeyes vs Illinois Fighting Illini,spread,Ohio State Buckeyes (-23.5),-23.5,1.5715,-27.0,1.925,,,,3.5,4523154177,3.5
Ohio State Buckeyes vs. Illinois Fighting Illini,Ohio State Buckeyes vs Illinois Fighting Illini,spread,Ohio State Buckeyes (-30.5),-30.5,2.15,-27.0,1.925,,,,-3.5,4523154277,3.5
Indiana Hoosiers vs. Northwestern Wildcats,Indiana Hoosiers vs Northwestern Wildcats,total,Plus de 46.5,46.5,1.6451,50.0,1.97,0.4859081419624217,,,3.5,4531850644,3.5
