match_gp,player,market_type,side,line,gp_selection,gp_price,pin_player,pin_price,pin_fair_price,pin_fair_prob,ev_pct,gp_market,gp_odd_id,pin_fixture_id
DAL Cowboys vs. BAL Ravens,Jake Ferguson,playertotals-receptions,Over,3.5,Jake Ferguson (DAL) Plus de 3.5,2.1,"Ferguson, Jake",1.819,1.9449350649350647,0.514155982905983,7.972756410256432,Total de réceptions Plus/Moins(Incl. Prolongations),4536204730,id1400003171451946
GB Packers	 vs. ATL Falcons,Jahan Dotson,playertotals-receptions,Over,1.5,Jahan Dotson (ATL) Plus de 1.5,1.8334,"Dotson, Jahan",1.636,1.7271111111111108,0.5790015440041174,6.154143077714891,Total de réceptions Plus/Moins(Incl. Prolongations),4536003683,id1400003171515808
PIT Steelers		 vs. CIN Bengals,Pat Freiermuth,playertotals-receptions,Over,3.5,Pat Freiermuth (PIT) Plus de 3.5,1.8696,"Freiermuth, Pat",1.675,1.7900943396226412,0.5586297760210804,4.441422924901195,Total de réceptions Plus/Moins(Incl. Prolongations),4535007394,id1400003171515828
GB Packers	 vs. ATL Falcons,Jonnu Smith,playertotals-receptions,Over,1.5,Jonnu Smith (GB) Plus de 1.5,2.5,"Smith, Jonnu",2.33,2.4608150470219434,0.4063694267515924,1.5923566878981,Total de réceptions Plus/Moins(Incl. Prolongations),4535935210,id1400003171515808
JAX Jaguars vs. NE Patriots,Rhamondre Stevenson,playertotals-receptions,Under,2.5,Rhamondre Stevenson (NE) moins de 2.5,1.8696,"Stevenson, Rhamondre",1.735,1.8589108910891086,0.5379494007989348,0.5750199733688621,Total de réceptions Plus/Moins(Incl. Prolongations),4535337268,id1400003171515822
DET Lions vs. NY Jets,Sam LaPorta,playertotals-receptions,Under,4.5,Sam LaPorta (DET) moins de 4.5,2.0,"LaPorta, Sam",1.877,2.0,0.5,0.0,Total de réceptions Plus/Moins(Incl. Prolongations),4535060030,id1400003171515818
GB Packers	 vs. ATL Falcons,Skyy Moore,playertotals-receptions,Over,1.5,Skyy Moore (GB) Plus de 1.5,2.45,"Moore, Skyy",2.33,2.4608150470219434,0.4063694267515924,-0.4394904458598581,Total de réceptions Plus/Moins(Incl. Prolongations),4537101248,id1400003171515808
GB Packers	 vs. ATL Falcons,Chris Brooks,playertotals-receptions,Over,1.5,Chris Brooks (GB) Plus de 1.5,2.3,"Brooks, Chris",2.19,2.3105924596050267,0.4327894327894328,-0.4584304584304588,Total de réceptions Plus/Moins(Incl. Prolongations),4535057891,id1400003171515808
PIT Steelers		 vs. CIN Bengals,Ja'Marr Chase,playertotals-receptions,Over,6.5,Ja'Marr Chase (CIN) Plus de 6.5,1.8334,"Chase, Ja'Marr",1.724,1.8450980392156864,0.5419766206163655,-0.6340063761955506,Total de réceptions Plus/Moins(Incl. Prolongations),4542919797,id1400003171515828
GB Packers	 vs. ATL Falcons,Kyle Pitts,playertotals-receptions,Over,3.5,Kyle Pitts (ATL) Plus de 3.5,1.8,"Pitts, Kyle",1.719,1.8146919431279622,0.5510577174196918,-0.8096108644554789,Total de réceptions Plus/Moins(Incl. Prolongations),4535057801,id1400003171515808
