match_gp,player,market_type,side,line,gp_selection,gp_price,pin_player,pin_price,pin_fair_price,pin_fair_prob,ev_pct,gp_market,gp_odd_id,pin_fixture_id
TB Buccaneers vs. MIN Vikings,Jalen McMillan,playertotals-receptions,Over,1.5,Jalen McMillan (TB) Plus de 1.5,2.65,"McMillan, Jalen",2.24,2.3650213284582575,0.42282916774027307,12.049729451172354,Total de réceptions Plus/Moins(Incl. Prolongations),4539735557,id1400003171515834
DAL Cowboys vs. BAL Ravens,Mark Andrews,playertotals-receptions,Over,4.5,Mark Andrews (BAL) Plus de 4.5,2.55,"Andrews, Mark",2.19,2.31768953068592,0.4314641744548287,10.023364485981311,Total de réceptions Plus/Moins(Incl. Prolongations),4536204206,id1400003171451946
WAS Commanders		 vs. SEA Seahawks,Rashid Shaheed,playertotals-receptions,Over,2.5,Rashid Shaheed (SEA) Plus de 2.5,2.15,"Shaheed, Rashid",1.9,2.008492569002123,0.4978858350951374,7.0454545454545325,Total de réceptions Plus/Moins(Incl. Prolongations),4539365515,id1400003171515830
SF 49ers		 vs. ARZ Cardinals,Brock Purdy,playertotals-tdpasses,Over,1.5,Brock Purdy (SF) Plus de 1.5,1.8334,"Purdy, Brock",1.632,1.7253333333333332,0.5795981452859351,6.263523956723338,Total de Touchdowns à la passe du joueur (Incl. Prolongations),4535378096,id1400003171515832
NY Giants vs. TEN Titans,Gunnar Helm,playertotals-receptions,Over,2.5,Gunnar Helm (TEN) Plus de 2.5,2.0,"Helm, Gunnar",1.787,1.8890547263681594,0.5293652883855675,5.873057677113502,Total de réceptions Plus/Moins(Incl. Prolongations),4539686514,id1400003171515826
CHI Bears	 vs. PHI Eagles,Makai Lemon,playertotals-receptions,Under,2.5,Makai Lemon (PHI) moins de 2.5,2.15,"Lemon, Makai",1.9,2.032608695652174,0.4919786096256684,5.775401069518704,Total de réceptions Plus/Moins(Incl. Prolongations),4539010559,id1400003171515840
MIA Dolphins vs. KC Chiefs,Greg Dulcich,playertotals-receptions,Under,2.5,Greg Dulcich (MIA) moins de 2.5,1.8334,"Dulcich, Greg",1.649,1.7427927927927929,0.57379167743603,5.198966141121741,Total de réceptions Plus/Moins(Incl. Prolongations),4535969186,id1400003171515824
JAX Jaguars vs. NE Patriots,Drake Maye,playertotals-rushattempts,Over,5.5,Drake Maye (NE) Plus de 5.5,1.9091,"Maye, Drake",1.729,1.8272727272727274,0.5472636815920398,4.478109452736301,Joueur tentative de gain par la course (prolongations incluses),4535337823,id1400003171515822
CHI Bears	 vs. PHI Eagles,Colston Loveland,playertotals-receptions,Under,3.5,Colston Loveland (CHI) moins de 3.5,1.8696,"Loveland, Colston",1.675,1.7938388625592419,0.5574636723910171,4.2234081902245535,Total de réceptions Plus/Moins(Incl. Prolongations),4534959571,id1400003171515840
DET Lions vs. NY Jets,Jameson Williams,playertotals-receptions,Under,3.5,Jameson Williams (DET) moins de 3.5,2.15,"Williams, Jameson",1.961,2.073932092004381,0.48217586480063374,3.6678109321362395,Total de réceptions Plus/Moins(Incl. Prolongations),4535060084,id1400003171515818
CLE Browns vs. CAR Panthers,Xavier Legette,playertotals-receptions,Over,1.5,Xavier Legette (CAR) Plus de 1.5,2.25,"Legette, Xavier",2.07,2.185567010309278,0.45754716981132076,2.948113207547176,Total de réceptions Plus/Moins(Incl. Prolongations),4535260738,id1400003171515812
BUF Bills vs. LA Chargers,Josh Allen,playertotals-rushattempts,Over,7.5,Josh Allen (BUF) Plus de 7.5,1.9524,"Allen, Josh",1.806,1.9075376884422108,0.5242360379346681,2.351844046364593,Joueur tentative de gain par la course (prolongations incluses),4543123666,id1400003171515810
JAX Jaguars vs. NE Patriots,Bhayshul Tuten,playertotals-receptions,Under,1.5,Bhayshul Tuten (JAX) moins de 1.5,2.1,"Tuten, Bhayshul",1.943,2.0519761775852734,0.487335092348285,2.3403693931398406,Total de réceptions Plus/Moins(Incl. Prolongations),4535338247,id1400003171515822
IND Colts	 vs. HOU Texans,C.J. Stroud,playertotals-tdpasses,Under,1.5,C.J. Stroud (HOU) moins de 1.5,1.7693,"Stroud, C.J.",1.645,1.7376681614349776,0.5754838709677419,1.8203612903225697,Total de Touchdowns à la passe du joueur (Incl. Prolongations),4535966413,id1400003171515820
PIT Steelers		 vs. CIN Bengals,Pat Freiermuth,playertotals-receptions,Over,3.5,Pat Freiermuth (PIT) Plus de 3.5,1.8,"Freiermuth, Pat",1.675,1.7683486238532111,0.5654993514915694,1.789883268482484,Total de réceptions Plus/Moins(Incl. Prolongations),4535007394,id1400003171515828
SF 49ers		 vs. ARZ Cardinals,Brock Purdy,playertotals-passcompletions,Under,21.5,Brock Purdy (SF) moins de 21.5,1.9524,"Purdy, Brock",1.819,1.9233502538071066,0.5199261018738454,1.5103721298495687,"Passes complétées, Joueur (prolongations incluses) ",4535378103,id1400003171515832
NY Giants vs. TEN Titans,Darnell Mooney,playertotals-receptions,Over,1.5,Darnell Mooney (NYG) Plus de 1.5,2.15,"Mooney, Darnell",2.01,2.1247901510912137,0.47063471161443254,1.1864629971029883,Total de réceptions Plus/Moins(Incl. Prolongations),4539685211,id1400003171515826
JAX Jaguars vs. NE Patriots,Bhayshul Tuten,playertotals-rushattempts,Over,12.5,Bhayshul Tuten (JAX) Plus de 12.5,1.9091,"Tuten, Bhayshul",1.793,1.892039800995025,0.528530107809624,0.9016828819353062,Joueur tentative de gain par la course (prolongations incluses),4538186913,id1400003171515822
NY Giants vs. TEN Titans,Wan'dale Robinson,playertotals-receptions,Over,3.5,Wan'dale Robinson (TEN) Plus de 3.5,2.1,"Robinson, Wan'dale",1.97,2.0830126443100605,0.48007389812615464,0.8155186064924713,Total de réceptions Plus/Moins(Incl. Prolongations),4539685925,id1400003171515826
NY Giants vs. TEN Titans,Tyjae Spears,playertotals-receptions,Over,2.5,Tyjae Spears (TEN) Plus de 2.5,2.1,"Spears, Tyjae",1.97,2.0830126443100605,0.48007389812615464,0.8155186064924713,Total de réceptions Plus/Moins(Incl. Prolongations),4539685970,id1400003171515826
DET Lions vs. NY Jets,Isaiah Williams,playertotals-receptions,Over,2.5,Isaiah Williams (NYJ) Plus de 2.5,2.05,"Williams, Isaiah",1.925,2.0338345864661656,0.49168207024029575,0.7948243992606185,Total de réceptions Plus/Moins(Incl. Prolongations),4535060139,id1400003171515818
TB Buccaneers vs. MIN Vikings,Justin Jefferson,playertotals-receptions,Under,5.5,Justin Jefferson (MIN) moins de 5.5,2.15,"Jefferson, Justin",2.02,2.134194272880404,0.4685609050249935,0.740594580373588,Total de réceptions Plus/Moins(Incl. Prolongations),4535392157,id1400003171515834
CHI Bears	 vs. PHI Eagles,Dontayvion Wicks,playertotals-receptions,Under,3.5,Dontayvion Wicks (PHI) moins de 3.5,1.6897,"Wicks, Dontayvion",1.571,1.6800865800865799,0.5952074207678434,0.5721978871424893,Total de réceptions Plus/Moins(Incl. Prolongations),4538980988,id1400003171515840
CLE Browns vs. CAR Panthers,Jerry Jeudy,playertotals-receptions,Under,1.5,Jerry Jeudy (CLE) moins de 1.5,2.15,"Jeudy, Jerry",2.03,2.1436619718309857,0.466491458607096,0.2956636005256419,Total de réceptions Plus/Moins(Incl. Prolongations),4538252992,id1400003171515812
PIT Steelers		 vs. CIN Bengals,Joe Burrow,playertotals-tdpasses,Under,1.5,Joe Burrow (CIN) moins de 1.5,1.9091,"Burrow, Joe",1.8,1.9045226130653263,0.5250659630606861,0.24034300791557772,Total de Touchdowns à la passe du joueur (Incl. Prolongations),4535006920,id1400003171515828
IND Colts	 vs. HOU Texans,Laquon Treadwell,playertotals-receptions,Over,1.5,Laquon Treadwell (IND) Plus de 1.5,2.4,"Treadwell, Laquon",2.27,2.396923076923077,0.417201540436457,0.12836970474967568,Total de réceptions Plus/Moins(Incl. Prolongations),4543203060,id1400003171515820
IND Colts	 vs. HOU Texans,Kayshon Boutte,playertotals-receptions,Over,2.5,Kayshon Boutte (HOU) Plus de 2.5,1.9091,"Boutte, Kayshon",1.806,1.9075376884422108,0.5242360379346681,0.08190200210749232,Total de réceptions Plus/Moins(Incl. Prolongations),4535966251,id1400003171515820
CHI Bears	 vs. PHI Eagles,Kyle Monangai,playertotals-rushattempts,Over,9.5,Kyle Monangai (CHI) Plus de 9.5,2.0,"Monangai, Kyle",1.877,2.0,0.5,0.0,Joueur tentative de gain par la course (prolongations incluses),4538576110,id1400003171515840
TB Buccaneers vs. MIN Vikings,Kyler Murray,playertotals-passcompletions,Under,19.5,Kyler Murray (MIN) moins de 19.5,1.8696,"Murray, Kyler",1.775,1.8743842364532017,0.5335085413929042,-0.25524310118264504,"Passes complétées, Joueur (prolongations incluses) ",4535392719,id1400003171515834
IND Colts	 vs. HOU Texans,David Montgomery,playertotals-receptions,Under,1.5,David Montgomery (HOU) moins de 1.5,1.8696,"Montgomery, David",1.775,1.8787128712871288,0.5322793148880105,-0.4850592885375593,Total de réceptions Plus/Moins(Incl. Prolongations),4535966049,id1400003171515820
CHI Bears	 vs. PHI Eagles,Jalen Hurts,playertotals-interceptions,Over,0.5,Jalen Hurts (PHI) Plus de 0.5,2.25,"Hurts, Jalen",2.13,2.261101243339254,0.44226237234878235,-0.4909662215239696,Passes du joueur interceptées Plus/Moins (Incl. Prolongations),4546749097,id1400003171515840
TB Buccaneers vs. MIN Vikings,Josh Oliver,playertotals-receptions,Under,1.5,Josh Oliver (MIN) moins de 1.5,1.625,"Oliver, Josh",1.549,1.6374485596707817,0.6107062075898467,-0.7602412666499081,Total de réceptions Plus/Moins(Incl. Prolongations),4535258313,id1400003171515834
MIA Dolphins vs. KC Chiefs,Kenneth Walker III,playertotals-receptions,Over,3.5,Kenneth Walker III (KC) Plus de 3.5,2.25,"Walker III, Kenneth",2.15,2.2691853600944514,0.4406867845993756,-0.8454734651404894,Total de réceptions Plus/Moins(Incl. Prolongations),4535969303,id1400003171515824
DET Lions vs. NY Jets,Isaac TeSlaa,playertotals-receptions,Under,1.5,Isaac TeSlaa (DET) moins de 1.5,1.6667,"TeSlaa, Isaac",1.595,1.6845493562231757,0.5936305732484077,-1.0595923566878773,Total de réceptions Plus/Moins(Incl. Prolongations),4535060887,id1400003171515818
DAL Cowboys vs. BAL Ravens,Javonte Williams,playertotals-receptions,Under,2.5,Javonte Williams (DAL) moins de 2.5,2.1,"Williams, Javonte",2.01,2.1247901510912137,0.47063471161443254,-1.1667105609691641,Total de réceptions Plus/Moins(Incl. Prolongations),4536204787,id1400003171451946
DAL Cowboys vs. BAL Ravens,Jake Ferguson,playertotals-receptions,Over,3.5,Jake Ferguson (DAL) Plus de 3.5,1.9091,"Ferguson, Jake",1.833,1.9347271800101988,0.5168687401159726,-1.3245888244596715,Total de réceptions Plus/Moins(Incl. Prolongations),4536204730,id1400003171451946
CHI Bears	 vs. PHI Eagles,Luther Burden,playertotals-receptions,Under,3.5,Luther Burden (CHI) moins de 3.5,1.8334,"Burden, Luther",1.735,1.8589108910891086,0.5379494007989348,-1.3723568575232936,Total de réceptions Plus/Moins(Incl. Prolongations),4534959481,id1400003171515840
MIA Dolphins vs. KC Chiefs,Patrick Mahomes,playertotals-rushattempts,Over,3.5,Patrick Mahomes (KC) Plus de 3.5,1.7693,"Mahomes, Patrick",1.699,1.7939252336448597,0.5574368325084658,-1.3727012242771508,Joueur tentative de gain par la course (prolongations incluses),4539656349,id1400003171515824
WAS Commanders		 vs. SEA Seahawks,Antonio Williams,playertotals-receptions,Over,1.5,Antonio Williams (WAS) Plus de 1.5,1.6897,"Williams, Antonio",1.625,1.7158590308370043,0.582798459563543,-1.5245442875481352,Total de réceptions Plus/Moins(Incl. Prolongations),4535400578,id1400003171515830
IND Colts	 vs. HOU Texans,Daniel Jones,playertotals-interceptions,Over,0.5,Daniel Jones (IND) Plus de 0.5,1.8696,"Jones, Daniel",1.8,1.9000000000000001,0.5263157894736842,-1.6000000000000125,Passes du joueur interceptées Plus/Moins (Incl. Prolongations),4551571361,id1400003171515820
DET Lions vs. NY Jets,Jared Goff,playertotals-passcompletions,Under,23.5,Jared Goff (DET) moins de 23.5,1.8696,"Goff, Jared",1.8,1.9045226130653263,0.5250659630606861,-1.8336675461741336,"Passes complétées, Joueur (prolongations incluses) ",4538276924,id1400003171515818
DET Lions vs. NY Jets,Breece Hall,playertotals-rushattempts,Over,14.5,Breece Hall (NYJ) Plus de 14.5,1.8696,"Hall, Breece",1.8,1.9045226130653263,0.5250659630606861,-1.8336675461741336,Joueur tentative de gain par la course (prolongations incluses),4537103254,id1400003171515818
PIT Steelers		 vs. CIN Bengals,Aaron Rodgers,playertotals-tdpasses,Under,1.5,Aaron Rodgers (PIT) moins de 1.5,1.5,"Rodgers, Aaron",1.446,1.5296703296703296,0.6537356321839081,-1.93965517241379,Total de Touchdowns à la passe du joueur (Incl. Prolongations),4535006299,id1400003171515828
DET Lions vs. NY Jets,Jared Goff,playertotals-tdpasses,Under,1.5,Jared Goff (DET) moins de 1.5,2.6,"Goff, Jared",2.51,2.6534914361001314,0.3768619662363456,-2.0158887785501345,Total de Touchdowns à la passe du joueur (Incl. Prolongations),4535058976,id1400003171515818
SF 49ers		 vs. ARZ Cardinals,Jacoby Brissett,playertotals-tdpasses,Under,1.5,Jacoby Brissett (ARI) moins de 1.5,1.4762,"Brissett, Jacoby",1.425,1.50711743772242,0.6635182998819362,-2.051428571428582,Total de Touchdowns à la passe du joueur (Incl. Prolongations),4535377147,id1400003171515832
DEN Broncos	 vs. LA Rams,Matthew Stafford,playertotals-tdpasses,Under,1.5,Matthew Stafford (LAR) moins de 1.5,2.0,"Stafford, Matthew",1.934,2.043149946062567,0.48944033790918695,-2.11193241816261,Total de Touchdowns à la passe du joueur (Incl. Prolongations),4539686843,id1400003171515838
DAL Cowboys vs. BAL Ravens,Lamar Jackson,playertotals-tdpasses,Under,1.5,Lamar Jackson (BAL) moins de 1.5,2.15,"Jackson, Lamar",2.08,2.1988472622478388,0.45478374836172997,-2.221494102228061,Total de Touchdowns à la passe du joueur (Incl. Prolongations),4536204317,id1400003171451946
CLE Browns vs. CAR Panthers,Tommy Tremble,playertotals-receptions,Over,1.5,Tommy Tremble (CAR) Plus de 1.5,1.8,"Tremble, Tommy",1.746,1.8434782608695655,0.5424528301886792,-2.358490566037741,Total de réceptions Plus/Moins(Incl. Prolongations),4535260602,id1400003171515812
PIT Steelers		 vs. CIN Bengals,Samaje Perine,playertotals-receptions,Over,1.5,Samaje Perine (CIN) Plus de 1.5,1.9524,"Perine, Samaje",1.892,2.0,0.5,-2.3800000000000043,Total de réceptions Plus/Moins(Incl. Prolongations),4535006621,id1400003171515828
IND Colts	 vs. HOU Texans,Keenan Allen,playertotals-receptions,Under,3.5,Keenan Allen (IND) moins de 3.5,1.9524,"Allen, Keenan",1.892,2.0,0.5,-2.3800000000000043,Total de réceptions Plus/Moins(Incl. Prolongations),4537106933,id1400003171515820
MIA Dolphins vs. KC Chiefs,Kenneth Walker III,playertotals-rushattempts,Over,17.5,Kenneth Walker III (KC) Plus de 17.5,1.9524,"Walker III, Kenneth",1.892,2.0,0.5,-2.3800000000000043,Joueur tentative de gain par la course (prolongations incluses),4539717488,id1400003171515824
DEN Broncos	 vs. LA Rams,Davante Adams,playertotals-receptions,Over,5.5,Davante Adams (LAR) Plus de 5.5,1.8696,"Adams, Davante",1.813,1.9156565656565658,0.5220142367519114,-2.404218296862648,Total de réceptions Plus/Moins(Incl. Prolongations),4542587076,id1400003171515838
MIA Dolphins vs. KC Chiefs,Xavier Worthy,playertotals-receptions,Over,3.5,Xavier Worthy (KC) Plus de 3.5,2.05,"Worthy, Xavier",1.99,2.101882613510521,0.4757639620653319,-2.468387776606973,Total de réceptions Plus/Moins(Incl. Prolongations),4535970101,id1400003171515824
BUF Bills vs. LA Chargers,James Cook,playertotals-receptions,Under,1.5,James Cook (BUF) moins de 1.5,2.25,"Cook, James",2.19,2.3105924596050267,0.4327894327894328,-2.622377622377614,Total de réceptions Plus/Moins(Incl. Prolongations),4537566366,id1400003171515810
NO Saints	 vs. LV Raiders,Travis Etienne Jr.,playertotals-receptions,Under,1.5,Travis Etienne Jr. (NO) moins de 1.5,2.25,"Etienne Jr., Travis",2.19,2.3145258103241297,0.43205394190871366,-2.7878630705394314,Total de réceptions Plus/Moins(Incl. Prolongations),4548853709,id1400003171515836
