match_gp,player,market_type,side,line,gp_selection,gp_price,pin_player,pin_price,pin_fair_price,pin_fair_prob,ev_pct,gp_market,gp_odd_id,pin_fixture_id
DAL Cowboys vs. BAL Ravens,Mark Andrews,playertotals-receptions,Over,4.5,Mark Andrews (BAL) Plus de 4.5,2.45,"Andrews, Mark",2.14,2.291490645745323,0.43639715564919673,6.91730313405321,Total de réceptions Plus/Moins(Incl. Prolongations),4536204206,id1400003171451946
BUF Bills vs. LA Chargers,Josh Allen,playertotals-rushattempts,Over,7.5,Josh Allen (BUF) Plus de 7.5,2.0,"Allen, Josh",1.769,1.8934343434343437,0.5281408375566817,5.628167511336346,Joueur tentative de gain par la course (prolongations incluses),4543123666,id1400003171515810
CHI Bears	 vs. PHI Eagles,Makai Lemon,playertotals-receptions,Under,2.5,Makai Lemon (PHI) moins de 2.5,2.05,"Lemon, Makai",1.847,1.976215644820296,0.5060176517785504,3.7336186146028183,Total de réceptions Plus/Moins(Incl. Prolongations),4539010559,id1400003171515840
NY Giants vs. TEN Titans,Tyjae Spears,playertotals-receptions,Over,2.5,Tyjae Spears (TEN) Plus de 2.5,2.1,"Spears, Tyjae",1.9,2.032608695652174,0.4919786096256684,3.3155080213903787,Total de réceptions Plus/Moins(Incl. Prolongations),4539685970,id1400003171515826
NY Giants vs. TEN Titans,Gunnar Helm,playertotals-receptions,Over,2.5,Gunnar Helm (TEN) Plus de 2.5,1.9524,"Helm, Gunnar",1.769,1.8934343434343437,0.5281408375566817,3.114217124566543,Total de réceptions Plus/Moins(Incl. Prolongations),4539686514,id1400003171515826
JAX Jaguars vs. NE Patriots,Drake Maye,playertotals-rushattempts,Over,5.5,Drake Maye (NE) Plus de 5.5,1.8696,"Maye, Drake",1.694,1.8144230769230767,0.5511393746687865,3.041017488076325,Joueur tentative de gain par la course (prolongations incluses),4535337823,id1400003171515822
PIT Steelers		 vs. CIN Bengals,Mike Gesicki,playertotals-receptions,Over,2.5,Mike Gesicki (CIN) Plus de 2.5,2.0,"Gesicki, Mike",1.819,1.9449350649350647,0.514155982905983,2.8311965811965933,Total de réceptions Plus/Moins(Incl. Prolongations),4535006820,id1400003171515828
MIA Dolphins vs. KC Chiefs,Greg Dulcich,playertotals-receptions,Under,2.5,Greg Dulcich (MIA) moins de 2.5,1.7693,"Dulcich, Greg",1.617,1.7283783783783782,0.5785770132916341,2.367630961688838,Total de réceptions Plus/Moins(Incl. Prolongations),4535969186,id1400003171515824
JAX Jaguars vs. NE Patriots,Bhayshul Tuten,playertotals-receptions,Under,1.5,Bhayshul Tuten (JAX) moins de 1.5,2.1,"Tuten, Bhayshul",1.917,2.0538757559098406,0.48688436830835113,2.2457173447537393,Total de réceptions Plus/Moins(Incl. Prolongations),4535338247,id1400003171515822
IND Colts	 vs. HOU Texans,C.J. Stroud,playertotals-tdpasses,Under,1.5,C.J. Stroud (HOU) moins de 1.5,1.7693,"Stroud, C.J.",1.625,1.7386363636363638,0.5751633986928104,1.763660130718958,Total de Touchdowns à la passe du joueur (Incl. Prolongations),4535966413,id1400003171515820
CLE Browns vs. CAR Panthers,Tommy Tremble,playertotals-receptions,Over,1.5,Tommy Tremble (CAR) Plus de 1.5,1.8696,"Tremble, Tommy",1.724,1.8450980392156864,0.5419766206163655,1.32794899043569,Total de réceptions Plus/Moins(Incl. Prolongations),4535260602,id1400003171515812
PIT Steelers		 vs. CIN Bengals,Darnell Washington,playertotals-receivingyards,Over,12.5,Darnell Washington (PIT) Plus de 12.5,1.8,"Washington, Darnell",1.666,1.7821596244131455,0.5611169652265543,1.001053740779767,Total des yards après réception du joueur Plus/Moins(Incl. Prolongations),4537488348,id1400003171515828
DAL Cowboys vs. BAL Ravens,Javonte Williams,playertotals-receptions,Under,2.5,Javonte Williams (DAL) moins de 2.5,2.15,"Williams, Javonte",1.99,2.128757799205899,0.4697575273114841,0.9978683719690906,Total de réceptions Plus/Moins(Incl. Prolongations),4536204787,id1400003171451946
DAL Cowboys vs. BAL Ravens,Dak Prescott,playertotals-rushattempts,Over,3.5,Dak Prescott (DAL) Plus de 3.5,2.1,"Prescott, Dak",1.943,2.0794444444444444,0.48089767566123426,0.9885118888592004,Joueur tentative de gain par la course (prolongations incluses),4537104222,id1400003171451946
NY Giants vs. TEN Titans,Jameis Winston,playertotals-passattempts,Under,30.5,Jameis Winston (NYG) moins de 30.5,1.8696,"Winston, Jameis",1.735,1.854679802955665,0.5391766268260292,0.8044621513944028,Tentatives de passes du joueur Plus/Moins (Incl. Prolongations),4544287240,id1400003171515826
CLE Browns vs. CAR Panthers,Xavier Legette,playertotals-receptions,Over,1.5,Xavier Legette (CAR) Plus de 1.5,2.2,"Legette, Xavier",2.04,2.183294663573086,0.4580233793836344,0.7651434643995758,Total de réceptions Plus/Moins(Incl. Prolongations),4535260738,id1400003171515812
CLE Browns vs. CAR Panthers,Jerry Jeudy,playertotals-receptions,Under,1.5,Jerry Jeudy (CLE) moins de 1.5,2.15,"Jeudy, Jerry",2.0,2.1383039271485487,0.46766036731434657,0.5469789725845109,Total de réceptions Plus/Moins(Incl. Prolongations),4538252992,id1400003171515812
PIT Steelers		 vs. CIN Bengals,Samaje Perine,playertotals-receptions,Over,1.5,Samaje Perine (CIN) Plus de 1.5,2.0,"Perine, Samaje",1.862,1.9920085242408097,0.5020058839261835,0.401176785236701,Total de réceptions Plus/Moins(Incl. Prolongations),4535006621,id1400003171515828
BUF Bills vs. LA Chargers,Dawson Knox,playertotals-receptions,Under,1.5,Dawson Knox (BUF) moins de 1.5,1.6667,"Knox, Dawson",1.555,1.6645299145299146,0.6007702182284981,0.1303722721437861,Total de réceptions Plus/Moins(Incl. Prolongations),4535397446,id1400003171515810
JAX Jaguars vs. NE Patriots,Bhayshul Tuten,playertotals-rushattempts,Over,12.5,Bhayshul Tuten (JAX) Plus de 12.5,1.8696,"Tuten, Bhayshul",1.751,1.8711442786069652,0.5344323318266418,-0.08253124169104176,Joueur tentative de gain par la course (prolongations incluses),4538186913,id1400003171515822
CLE Browns vs. CAR Panthers,Tetairoa McMillan,playertotals-receptions,Over,4.5,Tetairoa McMillan (CAR) Plus de 4.5,1.8696,"McMillan, Tetairoa",1.751,1.8754999999999997,0.5331911490269262,-0.31458277792587586,Total de réceptions Plus/Moins(Incl. Prolongations),4543435976,id1400003171515812
CLE Browns vs. CAR Panthers,Deshaun Watson,playertotals-rushattempts,Over,5.5,Deshaun Watson (CLE) Plus de 5.5,1.8696,"Watson, Deshaun",1.751,1.8754999999999997,0.5331911490269262,-0.31458277792587586,Joueur tentative de gain par la course (prolongations incluses),4543428658,id1400003171515812
CLE Browns vs. CAR Panthers,Denzel Boston,playertotals-receptions,Over,3.5,Denzel Boston (CLE) Plus de 3.5,2.05,"Boston, Denzel",1.925,2.05827377680044,0.48584401709401703,-0.4019764957265193,Total de réceptions Plus/Moins(Incl. Prolongations),4537107565,id1400003171515812
