match_gp,player,market_type,side,line,gp_selection,gp_price,pin_player,pin_price,pin_fair_price,pin_fair_prob,ev_pct,gp_market,gp_odd_id,pin_fixture_id
CHI Bears	 vs. PHI Eagles,Makai Lemon,playertotals-receptions,Under,2.5,Makai Lemon (PHI) moins de 2.5,2.25,"Lemon, Makai",1.9,2.032608695652174,0.4919786096256684,10.6951871657754,Total de réceptions Plus/Moins(Incl. Prolongations),4539010559,id1400003171515840
DET Lions vs. NY Jets,Jared Goff,playertotals-passcompletions,Under,23.5,Jared Goff (DET) moins de 23.5,1.9524,"Goff, Jared",1.746,1.8434782608695655,0.5424528301886792,5.908490566037727,"Passes complétées, Joueur (prolongations incluses) ",4538276924,id1400003171515818
NY Giants vs. TEN Titans,Darnell Mooney,playertotals-receptions,Over,1.5,Darnell Mooney (NYG) Plus de 1.5,2.25,"Mooney, Darnell",2.01,2.1247901510912137,0.47063471161443254,5.892810113247315,Total de réceptions Plus/Moins(Incl. Prolongations),4539685211,id1400003171515826
NY Giants vs. TEN Titans,Gunnar Helm,playertotals-receptions,Over,2.5,Gunnar Helm (TEN) Plus de 2.5,2.0,"Helm, Gunnar",1.793,1.8964999999999999,0.5272871078302136,5.457421566042719,Total de réceptions Plus/Moins(Incl. Prolongations),4539686514,id1400003171515826
BUF Bills vs. LA Chargers,Josh Allen,playertotals-rushattempts,Over,7.5,Josh Allen (BUF) Plus de 7.5,2.0,"Allen, Josh",1.806,1.9075376884422108,0.5242360379346681,4.847207586933622,Joueur tentative de gain par la course (prolongations incluses),4543123666,id1400003171515810
IND Colts	 vs. HOU Texans,Laquon Treadwell,playertotals-receptions,Over,1.5,Laquon Treadwell (IND) Plus de 1.5,2.4,"Treadwell, Laquon",2.17,2.2916666666666665,0.4363636363636364,4.7272727272727355,Total de réceptions Plus/Moins(Incl. Prolongations),4543203060,id1400003171515820
JAX Jaguars vs. NE Patriots,Drake Maye,playertotals-rushattempts,Over,5.5,Drake Maye (NE) Plus de 5.5,1.9091,"Maye, Drake",1.735,1.8341346153846152,0.54521625163827,4.087234600262124,Joueur tentative de gain par la course (prolongations incluses),4535337823,id1400003171515822
DET Lions vs. NY Jets,Jameson Williams,playertotals-receptions,Under,3.5,Jameson Williams (DET) moins de 3.5,2.15,"Williams, Jameson",1.961,2.073932092004381,0.48217586480063374,3.6678109321362395,Total de réceptions Plus/Moins(Incl. Prolongations),4535060084,id1400003171515818
MIA Dolphins vs. KC Chiefs,Greg Dulcich,playertotals-receptions,Under,2.5,Greg Dulcich (MIA) moins de 2.5,1.8,"Dulcich, Greg",1.649,1.7427927927927929,0.57379167743603,3.282501938485405,Total de réceptions Plus/Moins(Incl. Prolongations),4535969186,id1400003171515824
CLE Browns vs. CAR Panthers,Xavier Legette,playertotals-receptions,Over,1.5,Xavier Legette (CAR) Plus de 1.5,2.25,"Legette, Xavier",2.07,2.185567010309278,0.45754716981132076,2.948113207547176,Total de réceptions Plus/Moins(Incl. Prolongations),4535260738,id1400003171515812
