match_gp,player,market_type,side,line,gp_selection,gp_price,pin_player,pin_price,pin_fair_price,pin_fair_prob,ev_pct,gp_market,gp_odd_id,pin_fixture_id
DAL Cowboys vs. BAL Ravens,Jake Ferguson,playertotals-receptions,Over,3.5,Jake Ferguson (DAL) Plus de 3.5,2.0,"Ferguson, Jake",1.819,1.9449350649350647,0.514155982905983,2.8311965811965933,Total de réceptions Plus/Moins(Incl. Prolongations),4536204730,id1400003171451946
GB Packers	 vs. ATL Falcons,Michael Penix,playertotals-passattempts,Under,31.5,Michael Penix (ATL) moins de 31.5,1.9091,"Penix, Michael",1.769,1.8934343434343437,0.5281408375566817,0.8273672979461022,Tentatives de passes du joueur Plus/Moins (Incl. Prolongations),4536112196,id1400003171515808
GB Packers	 vs. ATL Falcons,Chris Brooks,playertotals-rushyards,Under,16.5,Chris Brooks (GB) moins de 16.5,1.8696,"Brooks, Chris",1.735,1.854679802955665,0.5391766268260292,0.8044621513944028,Total de yards à la course du joueur Plus/Moins (Incl. Prolongations),4539711909,id1400003171515808
GB Packers	 vs. ATL Falcons,Jahan Dotson,playertotals-receptions,Over,1.5,Jahan Dotson (ATL) Plus de 1.5,1.7408,"Dotson, Jahan",1.617,1.7283783783783782,0.5785770132916341,0.7186864738076615,Total de réceptions Plus/Moins(Incl. Prolongations),4536003683,id1400003171515808
GB Packers	 vs. ATL Falcons,Bijan Robinson,playertotals-rushattempts,Over,17.5,Bijan Robinson (ATL) Plus de 17.5,1.8696,"Robinson, Bijan",1.769,1.8934343434343437,0.5281408375566817,-1.2587890104027832,Joueur tentative de gain par la course (prolongations incluses),4535058343,id1400003171515808
GB Packers	 vs. ATL Falcons,Christian Watson,playertotals-receptions,Over,4.5,Christian Watson (GB) Plus de 4.5,1.8696,"Watson, Christian",1.775,1.8964646464646464,0.5272969374167776,-1.4165645805592542,Total de réceptions Plus/Moins(Incl. Prolongations),4535939174,id1400003171515808
GB Packers	 vs. ATL Falcons,Jordan Love,playertotals-interceptions,Over,0.5,Jordan Love (GB) Plus de 0.5,2.0,"Love, Jordan",1.917,2.0498357064622126,0.4878439754207854,-2.4312049158429216,Passes du joueur interceptées Plus/Moins (Incl. Prolongations),4537932857,id1400003171515808
BUF Bills vs. LA Chargers,Ladd McConkey,playertotals-receptions,Under,4.5,Ladd McConkey (LAC) moins de 4.5,1.6897,"McConkey, Ladd",1.636,1.7504587155963303,0.5712788259958071,-3.4710167714884665,Total de réceptions Plus/Moins(Incl. Prolongations),4543321982,id1400003171515810
GB Packers	 vs. ATL Falcons,Kyle Pitts,playertotals-receptions,Over,3.5,Kyle Pitts (ATL) Plus de 3.5,1.8,"Pitts, Kyle",1.746,1.8686567164179109,0.535143769968051,-3.6741214057508187,Total de réceptions Plus/Moins(Incl. Prolongations),4535057801,id1400003171515808
GB Packers	 vs. ATL Falcons,Michael Penix,playertotals-passcompletions,Under,19.5,Michael Penix (ATL) moins de 19.5,1.7693,"Penix, Michael",1.735,1.8589108910891086,0.5379494007989348,-4.820612516644451,"Passes complétées, Joueur (prolongations incluses) ",4535895987,id1400003171515808
BUF Bills vs. LA Chargers,Omarion Hampton,playertotals-receptions,Under,1.5,Omarion Hampton (LAC) moins de 1.5,2.15,"Hampton, Omarion",2.12,2.2656716417910445,0.4413702239789197,-5.105401844532276,Total de réceptions Plus/Moins(Incl. Prolongations),4543309702,id1400003171515810
GB Packers	 vs. ATL Falcons,Tucker Kraft,playertotals-receptions,Over,3.5,Tucker Kraft (GB) Plus de 3.5,1.6061,"Kraft, Tucker",1.602,1.7151785714285714,0.5830296720458095,-6.359604372722538,Total de réceptions Plus/Moins(Incl. Prolongations),4535058114,id1400003171515808
BUF Bills vs. LA Chargers,Tre Harris,playertotals-receptions,Over,2.5,Tre Harris (LAC) Plus de 2.5,1.6061,"Harris, Tre",1.602,1.7151785714285714,0.5830296720458095,-6.359604372722538,Total de réceptions Plus/Moins(Incl. Prolongations),4535357290,id1400003171515810
BUF Bills vs. LA Chargers,Justin Herbert,playertotals-tdpasses,Under,1.5,Justin Herbert (LAC) moins de 1.5,1.5556,"Herbert, Justin",1.555,1.6645299145299146,0.6007702182284981,-6.544184852374835,Total de Touchdowns à la passe du joueur (Incl. Prolongations),4535356448,id1400003171515810
GB Packers	 vs. ATL Falcons,Jordan Love,playertotals-tdpasses,Over,1.5,Jordan Love (GB) Plus de 1.5,1.7693,"Love, Jordan",1.769,1.8934343434343437,0.5281408375566817,-6.556041611096298,Total de Touchdowns à la passe du joueur (Incl. Prolongations),4535056980,id1400003171515808
DAL Cowboys vs. BAL Ravens,Lamar Jackson,playertotals-rushyards,Under,36.5,Lamar Jackson (BAL) moins de 36.5,1.8696,"Jackson, Lamar",1.877,2.0080558539205158,0.49799411607381644,-6.895020058839285,Total de yards à la course du joueur Plus/Moins (Incl. Prolongations),4543800430,id1400003171451946
BUF Bills vs. LA Chargers,Josh Allen,playertotals-tdpasses,Over,1.5,Josh Allen (BUF) Plus de 1.5,1.6667,"Allen, Josh",1.684,1.8019047619047617,0.5549682875264271,-7.5034355179703915,Total de Touchdowns à la passe du joueur (Incl. Prolongations),4535356043,id1400003171515810
GB Packers	 vs. ATL Falcons,Michael Penix,playertotals-tdpasses,Under,1.5,Michael Penix (ATL) moins de 1.5,1.3449,"Penix, Michael",1.363,1.4573825503355704,0.6861616394197559,-7.718121114437027,Total de Touchdowns à la passe du joueur (Incl. Prolongations),4535057566,id1400003171515808
DAL Cowboys vs. BAL Ravens,CeeDee Lamb,playertotals-receptions,Over,6.5,CeeDee Lamb (DAL) Plus de 6.5,1.625,"Lamb, CeeDee",1.649,1.763425925925926,0.5670779732213179,-7.849829351535842,Total de réceptions Plus/Moins(Incl. Prolongations),4541066264,id1400003171451946
DAL Cowboys vs. BAL Ravens,Javonte Williams,playertotals-receptions,Under,2.5,Javonte Williams (DAL) moins de 2.5,2.25,"Williams, Javonte",2.28,2.442125237191651,0.4094794094794095,-7.867132867132865,Total de réceptions Plus/Moins(Incl. Prolongations),4536204787,id1400003171451946
DAL Cowboys vs. BAL Ravens,Dak Prescott,playertotals-tdpasses,Under,1.5,Dak Prescott (DAL) moins de 1.5,2.05,"Prescott, Dak",2.08,2.227863046044864,0.44886062533121357,-7.983571807101231,Total de Touchdowns à la passe du joueur (Incl. Prolongations),4536203898,id1400003171451946
GB Packers	 vs. ATL Falcons,Bijan Robinson,playertotals-receptions,Over,4.5,Bijan Robinson (ATL) Plus de 4.5,1.7408,"Robinson, Bijan",1.769,1.8934343434343437,0.5281408375566817,-8.061242998132844,Total de réceptions Plus/Moins(Incl. Prolongations),4535876783,id1400003171515808
GB Packers	 vs. ATL Falcons,Drake London,playertotals-receptions,Over,5.5,Drake London (ATL) Plus de 5.5,2.05,"London, Drake",2.09,2.233766233766234,0.4476744186046511,-8.226744186046531,Total de réceptions Plus/Moins(Incl. Prolongations),4539705802,id1400003171515808
