match_gp,player,market_type,side,line,gp_selection,gp_price,pin_player,pin_price,pin_fair_price,pin_fair_prob,ev_pct,gp_market,gp_odd_id,pin_fixture_id
LA Rams vs. NY Giants,Cameron Skattebo,playertotals-receptions,Under,1.5,Cameron Skattebo (NYG) moins de 1.5,2.3,"Skattebo, Cameron",2.09,2.189527603870233,0.4567195217052249,5.045489992201713,Total de réceptions Plus/Moins(Incl. Prolongations),4500437451,id1400003171515806
LA Rams vs. NY Giants,Jaxson Dart,playertotals-passattempts,Under,30.5,Jaxson Dart (NYG) moins de 30.5,1.8696,"Dart, Jaxson",1.74,1.8246445497630333,0.548051948051948,2.4637922077922036,Tentatives de passes du joueur Plus/Moins (Incl. Prolongations),4529145944,id1400003171515806
LA Rams vs. NY Giants,Jaxson Dart,playertotals-rushattempts,Over,6.5,Jaxson Dart (NYG) Plus de 6.5,2.05,"Dart, Jaxson",1.925,2.0174418604651163,0.4956772334293948,1.6138328530259205,Joueur tentative de gain par la course (prolongations incluses),4500150579,id1400003171515806
LA Rams vs. NY Giants,Davante Adams,playertotals-receptions,Under,5.5,Davante Adams (LAR) moins de 5.5,1.7408,"Adams, Davante",1.653,1.7314159292035398,0.5775619729108101,0.541988244313818,Total de réceptions Plus/Moins(Incl. Prolongations),4530161709,id1400003171515806
LA Rams vs. NY Giants,Matthew Stafford,playertotals-tdpasses,Over,1.5,Matthew Stafford (LAR) Plus de 1.5,1.625,"Stafford, Matthew",1.546,1.6208835341365462,0.6169474727452924,0.25396432111000067,Total de Touchdowns à la passe du joueur (Incl. Prolongations),4497680185,id1400003171515806
LA Rams vs. NY Giants,Devin Singletary,playertotals-receptions,Over,1.5,Devin Singletary (NYG) Plus de 1.5,2.25,"Singletary, Devin",2.14,2.244909831297266,0.44545218968644723,0.22674267945062,Total de réceptions Plus/Moins(Incl. Prolongations),4500150429,id1400003171515806
LA Rams vs. NY Giants,Odell Beckham Jr.,playertotals-receptions,Over,0.5,Odell Beckham Jr. (NYG) Plus de 0.5,1.8,"Beckham Jr., Odell",1.729,1.811737089201878,0.5519564654055454,-0.647836227001819,Total de réceptions Plus/Moins(Incl. Prolongations),4497680345,id1400003171515806
LA Rams vs. NY Giants,Cameron Skattebo,playertotals-rushattempts,Under,13.5,Cameron Skattebo (NYG) moins de 13.5,1.9524,"Skattebo, Cameron",1.877,1.9660319094184249,0.5086387434554974,-0.6933717277486928,Joueur tentative de gain par la course (prolongations incluses),4500737711,id1400003171515806
LA Rams vs. NY Giants,Blake Corum,playertotals-rushattempts,Over,10.5,Blake Corum (LAR) Plus de 10.5,1.8334,"Corum, Blake",1.787,1.8717073170731706,0.5342715663278603,-2.0466510294500972,Joueur tentative de gain par la course (prolongations incluses),4501193387,id1400003171515806
LA Rams vs. NY Giants,Kyren Williams,playertotals-receptions,Under,2.5,Kyren Williams (LAR) moins de 2.5,1.7693,"Williams, Kyren",1.729,1.811737089201878,0.5519564654055454,-2.342342575796841,Total de réceptions Plus/Moins(Incl. Prolongations),4497681593,id1400003171515806
